Timestamp,mobile-42,mobile-14,mobile-44,mobile-21,mobile-20,mobile-33,mobile-37,mobile-41,mobile-23,mobile-34,mobile-24,mobile-10,mobile-32,mobile-31,mobile-27,mobile-35,mobile-15,mobile-47,mobile-45,mobile-13,mobile-22,mobile-39,mobile-9,mobile-46
2020-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 00:10:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 00:20:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 00:30:00,,,,,,,,,,,,,,,,,,,,46.0,,,,
2020-04-06 00:40:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 00:50:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 01:00:00,,,,,,,,,,,,,,,,,,,,42.0,,,,
2020-04-06 01:10:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 01:20:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 01:30:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 01:40:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 01:50:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 02:00:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 02:10:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 02:20:00,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 02:30:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 02:40:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 02:50:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 03:00:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 03:10:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 03:20:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 03:30:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 03:40:00,,,,,,,,,,,,,,,,,,,,37.0,,,,
2020-04-06 03:50:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 04:00:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 04:10:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 04:20:00,,,,,,,,,,,,,,,,,,,,37.0,,,,
2020-04-06 04:30:00,,,,,,,,,,,,,,,,,,,,1009.2874342869698,,,,
2020-04-06 04:40:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 04:50:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,767.6280317724728,,,,
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,38.0,,,,
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,37.0,,,,
2020-04-06 06:00:00,,,,26.0,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 06:10:00,,,,24.0,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 06:20:00,,,,25.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:30:00,,,,24.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:40:00,,,,22.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:50:00,,,,26.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:00:00,,,,28.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:10:00,,,,26.0,,,,,,,,,,,,,,,,,48.0,,,
2020-04-06 07:20:00,,,,25.0,,,,,,,,,,,,,,,,,45.0,,,
2020-04-06 07:30:00,,,,24.0,,,48.0,,,,,,,,,,,,,,46.0,,,
2020-04-06 07:40:00,,,,30.0,,64.173,52.0,,,,,,,36.0,,,44.0,,,,48.0,,,
2020-04-06 07:50:00,,,,24.0,,58.104,,,,,,,,34.0,,,49.0,,39.0,,45.0,,,
2020-04-06 08:00:00,,,,25.0,,,,,,,,,,,,,48.0,,42.0,,46.0,,,
2020-04-06 08:10:00,,,,24.0,,,,,,,,,,,,,46.0,,40.0,,47.0,,,
2020-04-06 08:20:00,,,,26.0,,,,,15.0,,,,,,,,48.0,,39.0,,46.0,,,
2020-04-06 08:30:00,,,,24.0,,,,,16.0,,,,,,,,48.0,,39.0,,47.0,,,
2020-04-06 08:40:00,,,,24.0,,,,,15.0,,,,,,,,48.0,,37.0,,48.0,,,
2020-04-06 08:50:00,,,,25.0,,,,,,,,,,,,,48.0,,39.0,,48.0,,,
2020-04-06 09:00:00,,,,26.0,,,,,,,,,,,,,49.0,,38.0,,45.0,,,
2020-04-06 09:10:00,,,,25.0,,,,,,,,,,,,,48.0,,40.0,,48.0,,,
2020-04-06 09:20:00,,,,23.0,,,,,,,,,,,,,51.0,,37.0,,50.0,,,
2020-04-06 09:30:00,,,,23.0,,,,,,,,,,,,,49.0,,37.0,,50.0,,,
2020-04-06 09:40:00,,,,27.0,,,,,,,,,,,,,582.5238806431726,,38.0,,50.0,,,
2020-04-06 09:50:00,,,,28.0,,,,,,,,,,,,,48.0,,37.0,,49.0,,,
2020-04-06 10:00:00,,,,24.0,,,,,,,,,,,,,46.0,,37.0,,50.0,,,
2020-04-06 10:10:00,,,,25.0,,,,,,,,,,,,,49.0,,37.0,,46.0,,,
2020-04-06 10:20:00,,,,26.0,,,,,,,,,,,,,47.0,,36.0,,47.0,,,
2020-04-06 10:30:00,,,,27.0,,,,,,,,,,,,,49.0,,38.0,,46.0,,,
2020-04-06 10:40:00,,,,25.0,,,,,,,,,,,,,47.0,,39.0,,49.0,,,
2020-04-06 10:50:00,,,,23.0,,,,,,,,,,,,,47.0,,39.0,,49.0,,,
2020-04-06 11:00:00,,,,27.0,,,,,,,,,,,,,48.0,,39.0,,48.0,,,
2020-04-06 11:10:00,,,,24.0,,,,,,,,,,,,,51.0,,38.0,,47.0,,,
