Timestamp,mobile-48,mobile-28,mobile-26,mobile-23,mobile-20,mobile-27,mobile-31,mobile-22,mobile-21,mobile-47,mobile-14,mobile-45,mobile-24,mobile-25
2020-04-06 00:00:00,,,,,,,,,,,,,,48.0
2020-04-06 00:10:00,,,,,,,,,,,,,,48.0
2020-04-06 00:20:00,,,,,,,,,,,,,,48.0
2020-04-06 00:30:00,,,,,,,,,,,,,,48.0
2020-04-06 00:40:00,,,,,,,,,,,,,,47.0
2020-04-06 00:50:00,,,,,,,,,,,,,,47.0
2020-04-06 01:00:00,,,,,,,,,,,,,,49.0
2020-04-06 01:10:00,,,,,,,,,,,,,,50.0
2020-04-06 01:20:00,,,,,,,,,,,,,,49.0
2020-04-06 01:30:00,,,,,,,,,,,,,,49.0
2020-04-06 01:40:00,,,,,,,,,,,,,,48.0
2020-04-06 01:50:00,,,,,,,,,,,,,,48.0
2020-04-06 02:00:00,,,,,,,,,,,,,,48.0
2020-04-06 02:10:00,,,,,,,,,,,,,,609.7669400819343
2020-04-06 02:20:00,,,,,,,,,,,,,,49.0
2020-04-06 02:30:00,,,,,,,,,,,,,,48.0
2020-04-06 02:40:00,,,,,,,,,,,,,,55.0
2020-04-06 02:50:00,,,,,,,,,,,,,,55.0
2020-04-06 03:00:00,,,,,,,,,,,,,,47.0
2020-04-06 03:10:00,,,,,,,,,,,,,,48.0
2020-04-06 03:20:00,,,,,,,,,,,,,,48.0
2020-04-06 03:30:00,,,,,,,,,,,,,,48.0
2020-04-06 03:40:00,,,,,,,,,,,,,,47.0
2020-04-06 03:50:00,,,,,,,,,,,,,,49.0
2020-04-06 04:00:00,,,,,,,,,,,,,,50.0
2020-04-06 04:10:00,,,,,,,,,,,,,,51.0
2020-04-06 04:20:00,,,,,,,,,,,,,,49.0
2020-04-06 04:30:00,,,,,,,,,,,,,,49.0
2020-04-06 04:40:00,,,,,,,,,,,,,,48.0
2020-04-06 04:50:00,,,,,,,,,,,,,,47.0
2020-04-06 05:00:00,,,,,,,,,,,,,,49.0
2020-04-06 05:10:00,,,,,,,,,,,,,,50.0
2020-04-06 05:20:00,,,,,,,,,,,,,,51.0
2020-04-06 05:30:00,,,,,,,,,,,,,,48.0
2020-04-06 05:40:00,,,,,,,,,,,,,,47.0
2020-04-06 05:50:00,,,,,,,,,,,,,,50.0
2020-04-06 06:00:00,,,,,,,,,,,,,,49.0
2020-04-06 06:10:00,,,,,,,,,,16.0,,,,49.0
2020-04-06 06:20:00,,,,,,,,,,18.0,,,,48.0
2020-04-06 06:30:00,,,,,,,,,,,,,,49.0
2020-04-06 06:40:00,,,,,,,,,,,,,,49.0
2020-04-06 06:50:00,,,,,,,,,,,,,,48.0
2020-04-06 07:00:00,,,,,,,,,,,,,,51.0
2020-04-06 07:10:00,,,,,,,,,,,,,,49.0
2020-04-06 07:20:00,,,,,,,,,,,,,,52.0
2020-04-06 07:30:00,,,,,,,,,,,,,,51.0
2020-04-06 07:40:00,,,,,,,,38.0,,,,,,47.0
2020-04-06 07:50:00,,,,,15.0,,,,,,,,,49.0
2020-04-06 08:00:00,,51.941,,,18.0,,,,,,,,,49.0
2020-04-06 08:10:00,,65.914,,,,,,,,,,,,48.0
2020-04-06 08:20:00,,61.816,,,,,,,,,,,,49.0
2020-04-06 08:30:00,,,,,,,,,,,,,,50.0
2020-04-06 08:40:00,,,,,,,,,,,,,,47.0
2020-04-06 08:50:00,,,,,,,,,,,,,,50.0
2020-04-06 09:00:00,,,,,,,,,,,,,,50.0
2020-04-06 09:10:00,,,,,,,,,,,,,,49.0
2020-04-06 09:20:00,,,,,,,,,,,,,,48.0
2020-04-06 09:30:00,,,,,,,,,,,,,,50.0
2020-04-06 09:40:00,,,,,,,,,,,,,,49.0
2020-04-06 09:50:00,,,,,,,,,,,,,,48.0
2020-04-06 10:00:00,,,,,,,,,,,,,,50.0
2020-04-06 10:10:00,,,,,,,,,,,,,,53.0
2020-04-06 10:20:00,,,,,,,,,,,,,,49.0
2020-04-06 10:30:00,,,,,,,,,,,,,,51.0
2020-04-06 10:40:00,,,,,,,,,,,,,,51.0
2020-04-06 10:50:00,,,,,,,,,,,,,,51.0
2020-04-06 11:00:00,,,,,,,,,,,,,,48.0
2020-04-06 11:10:00,,,,,,,,,,,,,,52.0
2020-04-06 11:20:00,,,,,,,,,,,,,,49.0
2020-04-06 11:30:00,,,,,,,,,,,,,,49.0
2020-04-06 11:40:00,,,,,,,,,,,,,,48.0
2020-04-06 11:50:00,,,,,,,,,,,,,,53.0
2020-04-06 12:00:00,,,,,,,,,,,,,,52.0
2020-04-06 12:10:00,,,,,,,,,,,,,,52.0
2020-04-06 12:20:00,,,,,,,,,,,,,,49.0
2020-04-06 12:30:00,,,,,,,,,30.0,,,,,48.0
2020-04-06 12:40:00,,,,,,,,,30.2,,18.0,,,47.0
2020-04-06 12:50:00,,,,,,,,,,,,,,48.0
2020-04-06 13:00:00,,,,,,,,,,,,,,
2020-04-06 13:10:00,,,,,,,,,,,,,,
2020-04-06 13:20:00,,,,,,,,,,,,,,
2020-04-06 13:30:00,,,,,,,,,,,,,,
2020-04-06 13:40:00,,,,,,,,,,,,,,
2020-04-06 13:50:00,,,,,,,,,,,,,,
2020-04-06 14:00:00,,,,,,,,,,,,,,
2020-04-06 14:10:00,,,,,,,,,,,,,,
2020-04-06 14:20:00,,,,,,,,,,,,,,
2020-04-06 14:30:00,,,,,,,,,,,,,,
2020-04-06 14:40:00,,,,,,,,,,,,,,
2020-04-06 14:50:00,,,,,,,,,,,,,,
2020-04-06 15:00:00,,,,,,,,,,,,,,
2020-04-06 15:10:00,,,,,,,,,,,,,,
2020-04-06 15:20:00,,,,,,,,,,,,,,
2020-04-06 15:30:00,,,,,,,,,,,,,,
2020-04-06 15:40:00,,,,,,,,,,,,,,
2020-04-06 15:50:00,,,,28.0,,,,,,,,,,
2020-04-06 16:00:00,,,,28.0,,,,,,,,,,
2020-04-06 16:10:00,,,,,,,,36.0,,,,,,
2020-04-06 16:20:00,,,,,,,,36.0,,20.0,,,,
2020-04-06 16:30:00,,56.898999999999994,,,,,,,,17.0,,,,
2020-04-06 16:40:00,,64.9,,,,,,,,,,,,
2020-04-06 16:50:00,,,,,,,,,,,,,,
2020-04-06 17:00:00,,,,,,,,,,,,,,
2020-04-06 17:10:00,,,,,,,,,,,,,,50.0
2020-04-06 17:20:00,,,28.0,,13.0,,,,,,,,,48.0
2020-04-06 17:30:00,,,58.0,,,,,,,,,,,49.0
2020-04-06 17:40:00,,,,,,,,,,,,,,52.0
2020-04-06 17:50:00,,,,,,,,,,,,,,48.0
2020-04-06 18:00:00,,,,,,,,,,,,,,49.0
2020-04-06 18:10:00,,,,,,,,,,,,,,47.0
2020-04-06 18:20:00,,,,,,,,,,,,,,48.0
2020-04-06 18:30:00,,,,,,,,,,,,,,51.0
2020-04-06 18:40:00,,,,,,,,,,,,,,48.0
2020-04-06 18:50:00,,,,,,,,,,,,,,49.0
2020-04-06 19:00:00,,,,,,,,,,,,,,48.0
2020-04-06 19:10:00,,,,,,,,,,,,,,48.0
2020-04-06 19:20:00,,,,,,,,,,,,,,50.0
2020-04-06 19:30:00,,,,,,,,,,,,,,48.0
2020-04-06 19:40:00,,,,,,,,,,,,,,48.0
2020-04-06 19:50:00,,,,,,,,,,,,,,48.0
2020-04-06 20:00:00,,,,,,,,,,,,,,49.0
2020-04-06 20:10:00,,,,,,,,,,,,,,47.0
2020-04-06 20:20:00,,,,,,,,,,,,,,49.0
2020-04-06 20:30:00,,,,,,,,,,,,,,51.0
2020-04-06 20:40:00,,,,,,,,,,,,,,47.0
2020-04-06 20:50:00,,,,,,,,,,,,,,812.5497219203183
2020-04-06 21:00:00,,,,,,,,,,,,,,49.0
2020-04-06 21:10:00,,,,,,,,,,,,,,49.0
2020-04-06 21:20:00,,,,,,,,,,,,,,50.0
2020-04-06 21:30:00,,,,,,,,,,,,,,50.0
2020-04-06 21:40:00,,,,,,,,,,,,,,49.0
2020-04-06 21:50:00,,,,,,,,,,,,,,50.0
2020-04-06 22:00:00,,,,,,,,,,,,,,50.0
2020-04-06 22:10:00,,,,,,,,,,,,,,50.0
2020-04-06 22:20:00,,,,,,,,,,,,,,48.0
2020-04-06 22:30:00,,,,,,,,,,,,,,48.0
2020-04-06 22:40:00,,,,,,,,,,,,,,48.0
2020-04-06 22:50:00,,,,,,,,,,,,,,50.0
2020-04-06 23:00:00,,,,,,,,,,,,,,48.0
2020-04-06 23:10:00,,,,,,,,,,,,,,51.0
2020-04-06 23:20:00,,,,,,,,,,,,,,49.0
2020-04-06 23:30:00,,,,,,,,,,,,,,50.0
2020-04-06 23:40:00,,,,,,,,,,,,,,50.0
2020-04-06 23:50:00,,,,,,,,,,,,,,51.0
2020-04-07 00:00:00,,,,,,,,,,,,,,48.0
2020-04-07 00:10:00,,,,,,,,,,,,,,48.0
2020-04-07 00:20:00,,,,,,,,,,,,,,49.0
2020-04-07 00:30:00,,,,,,,,,,,,,,51.0
2020-04-07 00:40:00,,,,,,,,,,,,,,49.0
2020-04-07 00:50:00,,,,,,,,,,,,,,49.0
2020-04-07 01:00:00,,,,,,,,,,,,,,48.0
2020-04-07 01:10:00,,,,,,,,,,,,,,50.0
2020-04-07 01:20:00,,,,,,,,,,,,,,49.0
2020-04-07 01:30:00,,,,,,,,,,,,,,49.0
2020-04-07 01:40:00,,,,,,,,,,,,,,46.0
2020-04-07 01:50:00,,,,,,,,,,,,,,49.0
2020-04-07 02:00:00,,,,,,,,,,,,,,49.0
2020-04-07 02:10:00,,,,,,,,,,,,,,49.0
2020-04-07 02:20:00,,,,,,,,,,,,,,49.0
2020-04-07 02:30:00,,,,,,,,,,,,,,47.0
2020-04-07 02:40:00,,,,,,,,,,,,,,51.0
2020-04-07 02:50:00,,,,,,,,,,,,,,51.0
2020-04-07 03:00:00,,,,,,,,,,,,,,48.0
2020-04-07 03:10:00,,,,,,,,,,,,,,49.0
2020-04-07 03:20:00,,,,,,,,,,,,,,49.0
2020-04-07 03:30:00,,,,,,,,,,,,,,48.0
2020-04-07 03:40:00,,,,,,,,,,,,,,50.0
2020-04-07 03:50:00,,,,,,,,,,,,,,49.0
2020-04-07 04:00:00,,,,,,,,,,,,,,1069.6885182043516
2020-04-07 04:10:00,,,,,,,,,,,,,,51.0
2020-04-07 04:20:00,,,,,,,,,,,,,,50.0
2020-04-07 04:30:00,,,,,,,,,,,,,,50.0
2020-04-07 04:40:00,,,,,,,,,,,,,,48.0
2020-04-07 04:50:00,,,,,,,,,,,,,,48.0
2020-04-07 05:00:00,,,,,,,,,,,,,,50.0
2020-04-07 05:10:00,,,,,,,,,,,,,,1046.9622420629726
2020-04-07 05:20:00,,,,,,,,,,,,,,49.0
2020-04-07 05:30:00,,,,,,,,,,,,,,54.0
2020-04-07 05:40:00,,,,,,,,,,,,,,48.0
2020-04-07 05:50:00,,,,,,,,,,,,,,47.0
2020-04-07 06:00:00,,,,,,,,,,,,,,45.0
2020-04-07 06:10:00,,,,,,,,,,,,,,
2020-04-07 06:20:00,,,,,,,,,,,,,,
2020-04-07 06:30:00,,,,,,,,37.0,,,,,,
2020-04-07 06:40:00,,,,,,,,,,,,,,
2020-04-07 06:50:00,,,,,,,,,,,,,48.0,
2020-04-07 07:00:00,,52.403,,,,,,,,,,,46.0,
2020-04-07 07:10:00,,58.40000000000001,,,,,,,,,,,45.0,
2020-04-07 07:20:00,,54.39699999999999,,,,,,,,,,,48.0,
2020-04-07 07:30:00,,,,,,,,,,,,,47.0,
2020-04-07 07:40:00,,,,,,,,,,,,,46.0,
2020-04-07 07:50:00,,,,,,,,,,,,,48.0,
2020-04-07 08:00:00,,,,,,,,,,,,,47.0,
2020-04-07 08:10:00,,,,,,,,,,,,,48.0,
2020-04-07 08:20:00,,,,,,,,,,,,,45.0,
2020-04-07 08:30:00,,,,,,,,,,,,,46.0,
2020-04-07 08:40:00,,,,,,,,,,,,,47.0,
2020-04-07 08:50:00,,,,,,,,,,,,,42.0,
2020-04-07 09:00:00,,,,,,,,,,,,,,
2020-04-07 09:10:00,,,,,,,,,,,,,,
2020-04-07 09:20:00,,,,,,,,,,,,,,
2020-04-07 09:30:00,,,,,,,,,,,,,,
2020-04-07 09:40:00,,,,,,,,,,,,,,
2020-04-07 09:50:00,,,,,,,,,,,,,,
2020-04-07 10:00:00,,,,,,,,,,,,,,
2020-04-07 10:10:00,,,,,,,,,,,,,,
2020-04-07 10:20:00,,,,,,,,,,,,,,
2020-04-07 10:30:00,,,,,,,,,,,,,,
2020-04-07 10:40:00,,,,,,,,,,,,,,
2020-04-07 10:50:00,,,,,,,,,,,,,,
2020-04-07 11:00:00,,,,,,,,,,,,,,
2020-04-07 11:10:00,,,,,,,,,,,,,,
2020-04-07 11:20:00,,,,,,,,,,,,,,
2020-04-07 11:30:00,,,,,,,,,,,,,,
2020-04-07 11:40:00,,,,,,,,,,,,,,
2020-04-07 11:50:00,,,,,,,,,,19.0,,,,
2020-04-07 12:00:00,,,,,,,,,,14.0,,,,
2020-04-07 12:10:00,,,,,,,,,30.8,,,,,
2020-04-07 12:20:00,,,,,,,,,26.8,,,,,
2020-04-07 12:30:00,,,,,,,,,,,,,,
2020-04-07 12:40:00,,,,,15.0,,,,,,,,,
2020-04-07 12:50:00,,,,,15.0,,,,,,,,,
2020-04-07 13:00:00,,,,,,,,,,,,,,
2020-04-07 13:10:00,,,,,,,,,,,,,,
2020-04-07 13:20:00,,,,,,,,,,,,,,
2020-04-07 13:30:00,,,,,,,,,,,,,,
2020-04-07 13:40:00,,,,,,,,,,,,,,
2020-04-07 13:50:00,,,,,,,,,,,,,,
2020-04-07 14:00:00,,,,,,,,,,,,,,
2020-04-07 14:10:00,,,,,,,,,,,,,,
2020-04-07 14:20:00,,,,,,,,,,,,,,
2020-04-07 14:30:00,,,,,,,,,,,,,,
2020-04-07 14:40:00,,,,,,,,,,,,,,
2020-04-07 14:50:00,,,,,,,,,,,,,,
2020-04-07 15:00:00,,,,,,,,,,,,,,
2020-04-07 15:10:00,,,,,,,,,,,,,,
2020-04-07 15:20:00,,,,,,,,,,,,,,
2020-04-07 15:30:00,,,,28.0,,,,,,,,,,
2020-04-07 15:40:00,,,,27.0,,,,,,,,,,
2020-04-07 15:50:00,,,,28.0,,,,,,,,,,
2020-04-07 16:00:00,,,,,,,,,,,,,,
2020-04-07 16:10:00,,52.801,,,,,,,,,,,,
2020-04-07 16:20:00,,52.601000000000006,,,,,,,,,,,,
2020-04-07 16:30:00,,,,,,,,,,,,,,
2020-04-07 16:40:00,,,,,,,,,,16.0,,,,
2020-04-07 16:50:00,,,,,,,,,,20.0,,,,
2020-04-07 17:00:00,,,,,,,,772.915629251367,,,,,,
2020-04-07 17:10:00,,,,,,,,,,,,,,46.0
2020-04-07 17:20:00,,,,,15.0,,,,,,,,,
2020-04-07 17:30:00,,,50.0,,,,,,,,,,,
2020-04-07 17:40:00,,,56.0,,,,,,,,,,,
2020-04-07 17:50:00,,,,,,,,,,,,,,
2020-04-07 18:00:00,,,,,,,,,,,,,,
2020-04-07 18:10:00,,,,,,,,,,,,,,
2020-04-07 18:20:00,,,,,,,,,,,,,,
2020-04-07 18:30:00,,,,,,,,,,,,,,
2020-04-07 18:40:00,,,,,,,,,,,,,,
2020-04-07 18:50:00,,,,28.0,,,,,,,,,,
2020-04-07 19:00:00,,,,30.0,,,,,,,,,,
2020-04-07 19:10:00,,,,27.0,,,,,,,,,,
2020-04-07 19:20:00,,,,,,,,,,,,,,
2020-04-07 19:30:00,,,,,,,,,,,,,,
2020-04-07 19:40:00,,,,,,,,,,,,,,
2020-04-07 19:50:00,,,,,,,,,,,,,,
2020-04-07 20:00:00,,,,,,,,,,,,,,49.0
2020-04-07 20:10:00,,,,,,,,,,,,,,47.0
2020-04-07 20:20:00,,,,,,,,,,,,,,50.0
2020-04-07 20:30:00,,,,,,,,,,,,,,49.0
2020-04-07 20:40:00,,,,,,,,,,,,,,48.0
2020-04-07 20:50:00,,,,,,,,,,,,,,51.0
2020-04-07 21:00:00,,,,22.0,,,,,,,,,,53.0
2020-04-07 21:10:00,,,,29.0,,,,,,,,,,48.0
2020-04-07 21:20:00,,,,28.0,,,,,,,,,,50.0
2020-04-07 21:30:00,,,,,,,,,,,,,,55.0
2020-04-07 21:40:00,,,,,,,,,,,,,,53.0
2020-04-07 21:50:00,,,,,,,,,,,,,,48.0
2020-04-07 22:00:00,,,,,,,,,,,,,,49.0
2020-04-07 22:10:00,,,,,,,,,,,,,,49.0
2020-04-07 22:20:00,,,,,,,,,,,,,,48.0
2020-04-07 22:30:00,,,,,,,,,,,,,,50.0
2020-04-07 22:40:00,,,,,,,,,,,,,,48.0
2020-04-07 22:50:00,,,,,,,,,,,,,,49.0
2020-04-07 23:00:00,,,,,,,,,,,,,,48.0
2020-04-07 23:10:00,,,,,,,,,,,,,,48.0
2020-04-07 23:20:00,,,,,,,,,,,,,,47.0
2020-04-07 23:30:00,,,,,,,,,,,,,,48.0
2020-04-07 23:40:00,,,,,,,,,,,,,,48.0
2020-04-07 23:50:00,,,,,,,,,,,,,,50.0
2020-04-08 00:00:00,,,,,,,,,,,,,,48.0
2020-04-08 00:10:00,,,,,,,,,,,,,,50.0
2020-04-08 00:20:00,,,,,,,,,,,,,,50.0
2020-04-08 00:30:00,,,,,,,,,,,,,,47.0
2020-04-08 00:40:00,,,,,,,,,,,,,,47.0
2020-04-08 00:50:00,,,,,,,,,,,,,,687.6964886823038
2020-04-08 01:00:00,,,,,,,,,,,,,,50.0
2020-04-08 01:10:00,,,,,,,,,,,,,,48.0
2020-04-08 01:20:00,,,,,,,,,,,,,,50.0
2020-04-08 01:30:00,,,,,,,,,,,,,,50.0
2020-04-08 01:40:00,,,,,,,,,,,,,,48.0
2020-04-08 01:50:00,,,,,,,,,,,,,,48.0
2020-04-08 02:00:00,,,,,,,,,,,,,,50.0
2020-04-08 02:10:00,,,,,,,,,,,,,,48.0
2020-04-08 02:20:00,,,,,,,,,,,,,,48.0
2020-04-08 02:30:00,,,,,,,,,,,,,,51.0
2020-04-08 02:40:00,,,,,,,,,,,,,,50.0
2020-04-08 02:50:00,,,,,,,,,,,,,,47.0
2020-04-08 03:00:00,,,,,,,,,,,,,,49.0
2020-04-08 03:10:00,,,,,,,,,,,,,,49.0
2020-04-08 03:20:00,,,,,,,,,,,,,,51.0
2020-04-08 03:30:00,,,,,,,,,,,,,,50.0
2020-04-08 03:40:00,,,,,,,,,,,,,,50.0
2020-04-08 03:50:00,,,,,,,,,,,,,,53.0
2020-04-08 04:00:00,,,,,,,,,,,,,,50.0
2020-04-08 04:10:00,,,,,,,,,,,,,,48.0
2020-04-08 04:20:00,,,,,,,,,,,,,,49.0
2020-04-08 04:30:00,,,,,,,,,,,,,,49.0
2020-04-08 04:40:00,,,,,,,,,,,,,,51.0
2020-04-08 04:50:00,,,,,,,,,,,,,,50.0
2020-04-08 05:00:00,,,,,,,,,,,,,,49.0
2020-04-08 05:10:00,,,,,,,,,,,,,,48.0
2020-04-08 05:20:00,,,,,,,,,,,,,,49.0
2020-04-08 05:30:00,,,,,,,,,,,,,,47.0
2020-04-08 05:40:00,,,,,,,,,,,,,,50.0
2020-04-08 05:50:00,,,,,,,,,,,,,,47.0
2020-04-08 06:00:00,,,,,,,,,,,,,,50.0
2020-04-08 06:10:00,,,,,,,,,,,,,,47.0
2020-04-08 06:20:00,,,,,,,,,,,,,,
2020-04-08 06:30:00,,,,,,,,,,,,,,
2020-04-08 06:40:00,,,,,,,,,,,,,,
2020-04-08 06:50:00,,,,,,,,,,,,,,
2020-04-08 07:00:00,,,,,,,,,,,18.0,,,
2020-04-08 07:10:00,,,,,,,,,,,,,,
2020-04-08 07:20:00,,,,,,,,,,17.0,,,,
2020-04-08 07:30:00,,66.84899999999999,,,,,,,,,,,,
2020-04-08 07:40:00,,72.89,,,,,,,34.6,,,,,
2020-04-08 07:50:00,,,,,,,,,,,,,,
2020-04-08 08:00:00,,,,,,,,,,,,,,
2020-04-08 08:10:00,,,,,,,,35.0,,,,,,
2020-04-08 08:20:00,,,,,,,,38.0,,,,,,
2020-04-08 08:30:00,,,,,,,,,,,,,,
2020-04-08 08:40:00,,,,,,,,,,,,,,
2020-04-08 08:50:00,,,,,,,,,,,,,,
2020-04-08 09:00:00,,,,,,,,,,,,,,
2020-04-08 09:10:00,,,,,,,,,,,,,,
2020-04-08 09:20:00,,,,,,,,,,,,,,
2020-04-08 09:30:00,,,,,,,,,,,,,,
