Timestamp,mobile-1,mobile-2,mobile-38,mobile-50,mobile-47,mobile-44,mobile-9,static-1
2020-04-06 00:00:00,41.4,33.0154,,,,,,19.662
2020-04-06 00:10:00,43.4,35.07455,,,,,,19.85
2020-04-06 00:20:00,43.403,36.08435,,,,,,18.832
2020-04-06 00:30:00,44.50700000000001,34.1428,,,,,,19.941
2020-04-06 00:40:00,67.587,37.16975,,,,,,19.4
2020-04-06 00:50:00,52.61,33.23275,,,,,,19.94
2020-04-06 01:00:00,43.18222034,32.27545,,,,,,18.910999999999998
2020-04-06 01:10:00,1132.6084026862113,35.30835,,,,,,19.936
2020-04-06 01:20:00,42.27327119,39.37205,,,,,,19.019000000000002
2020-04-06 01:30:00,40.32937288,34.41685,,,,,,19.558
2020-04-06 01:40:00,44.52216949,36.44275,,,,,,19.840999999999998
2020-04-06 01:50:00,923.9648901068877,33.4872,,,,,,19.617
2020-04-06 02:00:00,39.56842373,38.53445,,,,,,19.892
2020-04-06 02:10:00,42.68827119,36.55895,,,,,,19.754
2020-04-06 02:20:00,41.76132203,33.6139,,,,,,19.232
2020-04-06 02:30:00,39.72142373,38.63665,,,,,,19.164
2020-04-06 02:40:00,41.96632203,32.6916,,,,,,19.668
2020-04-06 02:50:00,82.63028814,35.7329,,,,,,19.955
2020-04-06 03:00:00,46.21111864,32.77,,,,,,19.805
2020-04-06 03:10:00,47.394067799999995,34.80605,,,,,,19.172
2020-04-06 03:20:00,44.52122034,39.8806,,,,,,19.901
2020-04-06 03:30:00,43.66327119,36.89005,,,,,,19.924
2020-04-06 03:40:00,41.772372880000006,37.95445,,,,,,18.28
2020-04-06 03:50:00,47.10611864,38.98,,,,,,18.676
2020-04-06 04:00:00,45.32522034,38.02445,,,,,,19.59
2020-04-06 04:10:00,65.92020339,33.0829,,,,,,19.483
2020-04-06 04:20:00,44.87827119,36.1095,,,,,,19.762
2020-04-06 04:30:00,46.07022034000001,34.15535,,,,,,19.111
2020-04-06 04:40:00,48.18111864,34.1942,,,,,,19.249000000000002
2020-04-06 04:50:00,44.735,34.2586,,,,,,19.295
2020-04-06 05:00:00,45.898999999999994,40.2992,,,,,,19.715999999999998
2020-04-06 05:10:00,45.904,35.3293,,,,,,19.726
2020-04-06 05:20:00,46.889,36.3587,,,,,,19.923
2020-04-06 05:30:00,47.896,42.4,,,,,,19.824
2020-04-06 05:40:00,47.9,36.45775,,,,,,19.893
2020-04-06 05:50:00,50.9,35.5071,,,,,,19.803
2020-04-06 06:00:00,49.908,35.525999999999996,,,,,,18.930999999999997
2020-04-06 06:10:00,47.792,33.5603,,,,,,19.633
2020-04-06 06:20:00,43.809,38.61875,,,,,,19.008
2020-04-06 06:30:00,46.711000000000006,38.6737,,,,,,19.999000000000002
2020-04-06 06:40:00,48.673,38.7157,,49.0,,,,19.726
2020-04-06 06:50:00,43.597,37.7458,,52.0,,,,19.569000000000003
2020-04-06 07:00:00,46.49800000000001,37.7836,,48.0,,,42.0,19.852
2020-04-06 07:10:00,47.389,37.82385,,51.0,,,44.0,19.772000000000002
2020-04-06 07:20:00,45.389,39.855,,51.0,,,42.0,19.511
2020-04-06 07:30:00,48.305,44.91625,,52.0,,,,19.147000000000002
2020-04-06 07:40:00,42.205,33.9712,,48.0,,,,19.915
2020-04-06 07:50:00,42.999,35.9922,,51.0,,,,18.66
2020-04-06 08:00:00,43.983999999999995,,,47.0,,,,19.682000000000002
2020-04-06 08:10:00,42.903,,,48.0,,,,19.436
2020-04-06 08:20:00,47.798,,,48.0,,,,19.979
2020-04-06 08:30:00,44.693999999999996,,,51.0,,,,19.801
2020-04-06 08:40:00,44.465,,,48.0,,,,19.779
2020-04-06 08:50:00,43.428000000000004,,,49.0,,,,19.838
2020-04-06 09:00:00,42.398,,,51.0,,,,19.958
2020-04-06 09:10:00,48.3,,,510.53444786804465,,,,19.774
2020-04-06 09:20:00,43.201,,,48.0,,,,19.968
2020-04-06 09:30:00,45.086999999999996,,,50.0,,,,19.875
2020-04-06 09:40:00,44.055,,,47.0,,,,19.558
2020-04-06 09:50:00,42.911,,,50.0,,,,19.725
2020-04-06 10:00:00,50.88,,,50.0,,,,19.703
2020-04-06 10:10:00,40.805,,,48.0,,,,19.998
2020-04-06 10:20:00,40.591,,,49.0,,,,19.814
2020-04-06 10:30:00,42.559,,,51.0,,,,19.088
2020-04-06 10:40:00,43.394,,,49.0,,,,19.939
2020-04-06 10:50:00,43.398999999999994,,,49.0,,,,19.641
2020-04-06 11:00:00,41.395,,,49.0,,,,19.377
2020-04-06 11:10:00,48.19,,,51.0,,,,19.66
2020-04-06 11:20:00,46.211999999999996,,,49.0,,,,19.42
2020-04-06 11:30:00,44.099,,,51.0,,,,19.902
2020-04-06 11:40:00,46.062,,,51.0,,,,19.781
2020-04-06 11:50:00,40.00400000000001,,,50.0,,,,19.869
2020-04-06 12:00:00,43.898,,,48.0,,,,19.535999999999998
2020-04-06 12:10:00,42.87600000000001,,,49.0,,,,19.758
2020-04-06 12:20:00,31.855999999999998,,,49.0,,48.0,,19.469
2020-04-06 12:30:00,,,,49.0,,48.0,,19.433
2020-04-06 12:40:00,,,,54.0,,47.0,,19.989
2020-04-06 12:50:00,,,,47.0,,48.0,,19.511
2020-04-06 13:00:00,,,,49.0,,47.0,,19.109
2020-04-06 13:10:00,,,,49.0,,49.0,,19.774
2020-04-06 13:20:00,,,,49.0,,49.0,,19.753
2020-04-06 13:30:00,,,,49.0,,48.0,,19.654
2020-04-06 13:40:00,,,,49.0,,48.0,,19.053
2020-04-06 13:50:00,,,,47.0,,50.0,,18.372
2020-04-06 14:00:00,,,,50.0,,48.0,,19.702
2020-04-06 14:10:00,,,,49.0,,47.0,,19.832
2020-04-06 14:20:00,,,,48.0,,47.0,,19.794
2020-04-06 14:30:00,,,,47.0,,702.3825343083695,,18.894000000000002
2020-04-06 14:40:00,,,,47.0,,47.0,,434.343
2020-04-06 14:50:00,,,,49.0,,49.0,,19.884
2020-04-06 15:00:00,,,,51.0,,47.0,,19.236
2020-04-06 15:10:00,,,,49.0,,47.0,,19.02
2020-04-06 15:20:00,,,,52.0,,574.6900729439623,,19.906
2020-04-06 15:30:00,,,,51.0,,46.0,,19.92
2020-04-06 15:40:00,,,,48.0,,47.0,,19.989
2020-04-06 15:50:00,,,,48.0,,49.0,,19.977
2020-04-06 16:00:00,,,,47.0,,44.0,,19.769000000000002
2020-04-06 16:10:00,,,,51.0,,47.0,,19.369
2020-04-06 16:20:00,,,,50.0,,45.0,,19.593
2020-04-06 16:30:00,,,,48.0,,,,19.817
2020-04-06 16:40:00,,,,49.0,,,,19.788
2020-04-06 16:50:00,,,,46.0,,,43.0,19.852999999999998
2020-04-06 17:00:00,,,,,,,41.0,18.484
2020-04-06 17:10:00,,41.36415,,,,,,19.285999999999998
2020-04-06 17:20:00,40.792,43.3939,,,,,,19.783
2020-04-06 17:30:00,42.8,38.4401,,,,,,19.766
2020-04-06 17:40:00,50.8,43.46565,,,,,,19.739
2020-04-06 17:50:00,44.794,38.52445,,,,,,19.584
2020-04-06 18:00:00,41.696000000000005,36.5668,,,,,,19.766
2020-04-06 18:10:00,41.7,38.58885,,,,,,19.272000000000002
2020-04-06 18:20:00,43.59,39.6585,,,,,,19.47
2020-04-06 18:30:00,45.599,36.6914,,,,,,19.7
2020-04-06 18:40:00,44.6,36.7355,,,,,,18.979
2020-04-06 18:50:00,41.6,41.76385,,,,,,19.749000000000002
2020-04-06 19:00:00,45.6,41.7964,,,,,,19.671
2020-04-06 19:10:00,44.597,41.8328,,,,,,19.551
2020-04-06 19:20:00,41.496,38.8832,,,,,,19.901
2020-04-06 19:30:00,39.5,38.93955,,,,,,19.708
2020-04-06 19:40:00,43.49800000000001,41.9763,,,,,,19.301
2020-04-06 19:50:00,45.449,39.00955,,,,,,19.785
2020-04-06 20:00:00,41.402,40.07955,,,,,,19.708
2020-04-06 20:10:00,41.4,40.1163,,,,,,19.668
2020-04-06 20:20:00,45.4,41.16075,,,,,,19.878
2020-04-06 20:30:00,42.398,38.1849,,,,,,19.964000000000002
2020-04-06 20:40:00,42.349,37.23005,,,,,,19.775
2020-04-06 20:50:00,43.294,39.27905,,,,,,19.651
2020-04-06 21:00:00,39.306999999999995,41.29585,,,,,,19.91
2020-04-06 21:10:00,40.272,1673.3669,,,,,,19.319000000000003
2020-04-06 21:20:00,40.202,39.4131,,,,,,19.287
2020-04-06 21:30:00,40.2,45.4474,,,,,,19.684
2020-04-06 21:40:00,46.2,39.4894,,,,,,19.925
2020-04-06 21:50:00,41.2,39.5174,,,,,,19.676
2020-04-06 22:00:00,41.2,38.5447,,,,,,19.472
2020-04-06 22:10:00,40.2,770.9287666776913,,,,,,19.814
2020-04-06 22:20:00,44.2,39.65425,,,,,,19.844
2020-04-06 22:30:00,40.2,38.7064,,,,,,19.232
2020-04-06 22:40:00,44.199,40.72425,,,,,,19.892
2020-04-06 22:50:00,49.202,39.7645,,,,,,19.913
2020-04-06 23:00:00,40.239,38.8324,,,,,,19.655
2020-04-06 23:10:00,43.306000000000004,41.87475,,,,,,19.609
2020-04-06 23:20:00,41.303000000000004,39.90625,,,,,,19.65
2020-04-06 23:30:00,46.294,40.9311,,,,,,19.956
2020-04-06 23:40:00,41.398,43.9682,,,,,,19.35
2020-04-06 23:50:00,931.1110849494023,41.04065,,,,,,19.861
2020-04-07 00:00:00,44.38800000000001,38.0767,,,,,,19.756
2020-04-07 00:10:00,43.431000000000004,41.11065,,,,,,19.72
2020-04-07 00:20:00,44.5,39.16875,,,,,,19.964000000000002
2020-04-07 00:30:00,41.599,38.19885,,,,,,18.582
2020-04-07 00:40:00,39.602,40.23875,,,,,,19.048
2020-04-07 00:50:00,41.668,39.2678,,,,,,19.285
2020-04-07 01:00:00,39.705,41.30875,,,,,,19.503
2020-04-07 01:10:00,39.798,45.3609,,,,,,19.198
2020-04-07 01:20:00,43.981,43.38715,,,,,,19.897000000000002
2020-04-07 01:30:00,42.20399999999999,39.4519,,,,,,19.897000000000002
2020-04-07 01:40:00,40.201,39.48025,,,,,,826.627
2020-04-07 01:50:00,46.435,40.5128,,,,,,19.828
2020-04-07 02:00:00,40.594,40.5723,,,,,,19.828
2020-04-07 02:10:00,430.9431253134685,40.5947,,,,,,19.94
2020-04-07 02:20:00,39.715,43.6395,,,,,,19.973
2020-04-07 02:30:00,41.806000000000004,39.70635,,,,,,19.758
2020-04-07 02:40:00,42.797,45.73575,,,,,,18.602
2020-04-07 02:50:00,46.898,39.7774,,,,,,19.11
2020-04-07 03:00:00,42.892,41.83725,,,,,,18.84
2020-04-07 03:10:00,44.093999999999994,39.86735,,,,,,19.125999999999998
2020-04-07 03:20:00,45.101000000000006,40.8999,,,,,,19.873
2020-04-07 03:30:00,43.163000000000004,43.95275,,,,,,19.576
2020-04-07 03:40:00,42.196000000000005,40.99265,,,,,,19.745
2020-04-07 03:50:00,41.225,39.02275,,,,,,19.08
2020-04-07 04:00:00,43.411,42.0658,,,,,,19.154
2020-04-07 04:10:00,43.4,43.13615,,,,,,19.680999999999997
2020-04-07 04:20:00,45.4,40.17955,,,,,,18.824
2020-04-07 04:30:00,42.4,41.1883,,,,,,19.947
2020-04-07 04:40:00,46.392,42.22645,,,,,,19.533
2020-04-07 04:50:00,42.508,40.2905,,,,,,19.761
2020-04-07 05:00:00,42.5,1003.361778767751,,,,,,19.832
