Timestamp,mobile-43,mobile-42,mobile-17,mobile-19,mobile-25,mobile-46,mobile-47,mobile-6,mobile-39,mobile-44,mobile-4,mobile-20,mobile-41,mobile-33,mobile-35,mobile-23,mobile-34,mobile-24,mobile-10,mobile-31,mobile-27,mobile-40,mobile-37,mobile-15,mobile-36,mobile-22,mobile-45,mobile-9
2020-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 00:10:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 00:20:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 00:40:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 00:50:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,
2020-04-06 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
2020-04-06 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 01:50:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
2020-04-06 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
2020-04-06 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
2020-04-06 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,
2020-04-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,
2020-04-06 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
2020-04-06 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,
2020-04-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,
2020-04-06 06:10:00,,,,,,,,,,,,,,,,,,,,,,,36.0,42.0,,,,
2020-04-06 06:20:00,,,,,,43.0,,,,,,,,,,,,,,,,,40.0,44.0,,,,
2020-04-06 06:30:00,,,,,,,48.0,,,,,,,,,,,,,,,,40.0,44.0,,,,
2020-04-06 06:40:00,,,,,,,50.0,,,,,32.0,,,,,,,,,,,38.0,44.0,,,48.0,49.0
2020-04-06 06:50:00,,22.0,,,,,44.0,,,,,,,,,,,,,,,,39.0,45.0,,,46.0,40.0
2020-04-06 07:00:00,,,,,,,40.0,,,,,,,,,,,,,47.0,,,42.0,43.0,,,,
2020-04-06 07:10:00,,,,,,,42.0,,,,,,,,,,,,,44.0,,,41.0,41.0,41.0,,,
2020-04-06 07:20:00,22.0,,,,,,44.0,54.297,,,,,,,,,,,,,,,40.0,39.0,,,,
2020-04-06 07:30:00,25.0,,,,,,44.0,60.30199999999999,,,,,,,,,,,,,,35.0,40.0,40.0,,,,
2020-04-06 07:40:00,25.0,,,,,,42.0,54.205,,,,,,,,,,,,,,39.0,41.0,39.0,,,,
2020-04-06 07:50:00,24.0,,,,,,46.0,,,,,,,,36.0,,37.0,,,,,34.0,40.0,43.0,,,,
2020-04-06 08:00:00,24.0,,,,,,42.0,,,,,,,,36.0,,36.0,,,,,,41.0,40.0,,,,
2020-04-06 08:10:00,26.0,,,,,,50.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 08:20:00,25.0,,,,,,40.0,,,,,,,,,,,,,,,,42.0,,,,,
2020-04-06 08:30:00,26.0,,,,,,42.0,,,16.0,,,,,,,,,,,,,41.0,,,,,
2020-04-06 08:40:00,25.0,,,,,,44.0,,,15.0,,,,,,,,,,,,,43.0,,,,,
2020-04-06 08:50:00,22.0,,,,,,44.0,,,,,,,,,,,,,,,,41.0,,,,,
2020-04-06 09:00:00,21.0,,,,,,46.0,,,,,,,,,,,,,,,,40.0,,,,,
2020-04-06 09:10:00,23.0,,,,,,42.0,,,,,,,,,,,,,,,,41.0,,,,,
2020-04-06 09:20:00,24.0,,,,,,42.0,,,,,,,,,,,,,,,,38.0,,,,,
2020-04-06 09:30:00,24.0,,,,,,48.0,,,,,,,,,,,,,,,,42.0,,,,,
2020-04-06 09:40:00,24.0,,,,,,46.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 09:50:00,24.0,,,,,,50.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 10:00:00,28.0,,,,,,48.0,,,,,,,,,,,,,,,,40.0,,,,,
2020-04-06 10:10:00,23.0,,,,,,48.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 10:20:00,24.0,,,,,,40.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 10:30:00,27.0,,,,,,46.0,,,,,,,,,,,,,,,,41.0,,,,,
2020-04-06 10:40:00,25.0,,,,,,48.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 10:50:00,23.0,,,,,,38.0,,,,,,,,,,,,,,,,40.0,,,,,
2020-04-06 11:00:00,25.0,,,,,,42.0,,,,,,,,,,,,,,,,40.0,,,,,
2020-04-06 11:10:00,23.0,,,,,,38.0,,,,,,,,,,,,,,,,42.0,,,,,
2020-04-06 11:20:00,24.0,,,,,,46.0,,,,,,,,,,,,,,,,43.0,,,,,
2020-04-06 11:30:00,25.0,,,,,,42.0,,,,,,,,,,,,,,,,42.0,,,,,
2020-04-06 11:40:00,26.0,,,,,,44.0,,,,,,,,,,,,,,,,41.0,,,,,
2020-04-06 11:50:00,24.0,,,,,,46.0,,,,28.0,,,,,35.0,,,,,,,41.0,,,,,
2020-04-06 12:00:00,26.0,,,,,,44.0,,,,28.0,,,,,31.0,,,,,,,42.0,,,,44.0,
2020-04-06 12:10:00,22.0,,,,,,44.0,,,,29.0,,,,,,,,,,,,40.0,,,,47.0,
2020-04-06 12:20:00,23.0,,,,,,42.0,,,,,,,,,,,,,,,,43.0,,,,49.0,
2020-04-06 12:30:00,27.0,,,,,,40.0,,,,,,,,,,,,,,,,39.0,,,,,
2020-04-06 12:40:00,23.0,,,,,,46.0,,,,,,,,,,,,,,,,40.0,,,,,
2020-04-06 12:50:00,23.0,,,17.0,,,42.0,,,,,,,,,,,,,,,,41.0,,,,,
2020-04-06 13:00:00,24.0,,,18.0,,,44.0,,,,27.0,,,17.0,,,,,,,,,41.0,,,,,
2020-04-06 13:10:00,22.0,,,18.0,,,50.0,,,,28.0,,36.2,22.0,,,,,,,,,40.0,,,,,
2020-04-06 13:20:00,23.0,,,18.0,,,38.0,,,,28.0,,32.6,21.0,,,,,,,,,44.0,,,,,
2020-04-06 13:30:00,21.0,,,16.0,,,50.0,,,,27.0,,,21.0,,,,,,,,,45.0,,,,,
2020-04-06 13:40:00,22.0,,,18.0,,,46.0,,,,27.0,,,21.0,,,,,,,,,49.0,,,,,
2020-04-06 13:50:00,21.0,,,16.0,,,40.0,,,,28.0,,,22.0,,,,,,,,,47.0,,,,,
2020-04-06 14:00:00,23.0,,,17.0,,,58.0,,,,28.0,,,19.0,,,,,,,,,44.0,,,,,
2020-04-06 14:10:00,22.0,,,22.0,,,42.0,,,,28.0,,,22.0,,,,,,,,,46.0,,,,,
2020-04-06 14:20:00,26.0,,,18.0,,,44.0,,,,28.0,,,20.0,,,,,,,,,43.0,,,,,
2020-04-06 14:30:00,25.0,,,18.0,,,44.0,,,,29.0,,,21.0,,,,,,,,,42.0,,,,,
2020-04-06 14:40:00,21.0,,,18.0,,,42.0,,,,29.0,,,20.0,,,,,,,,,40.0,,,,,
2020-04-06 14:50:00,24.0,,,17.0,,,46.0,,,,29.0,,,21.0,,,,,,,,,41.0,,,,,
2020-04-06 15:00:00,23.0,,,16.0,,,42.0,,,,28.0,,,20.0,,,,,,,,,44.0,,,,,
2020-04-06 15:10:00,22.0,,,,,,40.0,,,,27.0,,,21.0,,,,,,,,,42.0,,,,,
2020-04-06 15:20:00,28.0,,,,,,42.0,,,,28.0,,,21.0,,,,,,,,,40.0,,,,,
2020-04-06 15:30:00,26.0,,,,,,46.0,,,,28.0,,,21.0,,,,,,,,,40.0,,,,,
2020-04-06 15:40:00,24.0,,,,,,58.0,,,,28.0,,,20.0,,,,,,,,,43.0,,,,,
2020-04-06 15:50:00,22.0,,,,,,48.0,,,,28.0,,,21.0,,,,,,,,,43.0,,,,,
2020-04-06 16:00:00,26.0,,,,,,38.0,,,,27.0,,,21.0,,,,,,,,,45.0,,,,,
2020-04-06 16:10:00,25.0,,,,,,44.0,,,,27.0,,,20.0,,,,,,,,40.0,965.8889491123856,,,,,
2020-04-06 16:20:00,22.0,,,,,,44.0,,,,,,,21.0,,,34.0,,46.0,,35.0,39.0,45.0,,,,,
2020-04-06 16:30:00,22.0,,,,25.0,,42.0,,,,,,,20.0,,,37.0,46.0,,48.0,,,41.0,,,,,
2020-04-06 16:40:00,25.0,,,,22.0,,,,,,,,,20.0,33.0,,,,,,,,,,,,,
2020-04-06 16:50:00,28.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
2020-04-06 17:00:00,21.0,,,,,,,,,,,,,23.0,,,,,,,,,,42.0,,,,
2020-04-06 17:10:00,22.0,,,,,,,60.864,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 17:20:00,26.0,,,,,,,60.798,,,,,,21.0,,,,,,,,,,41.0,,,,
2020-04-06 17:30:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-06 17:40:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-06 17:50:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-06 18:00:00,24.0,,,,,,,,,,,,,21.0,,,,,,,,,,43.0,,,,
2020-04-06 18:10:00,22.0,,,,,,,,,,,,,21.0,,,,,,,,,,41.0,,,,
2020-04-06 18:20:00,25.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 18:30:00,24.0,,,,,,,,,,,,,22.0,,,,,,,,,,40.0,,,,
2020-04-06 18:40:00,22.0,,,,,,,,,,,,,20.0,,,,,,,,,,38.0,,,,
2020-04-06 18:50:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,40.0,,,,
2020-04-06 19:00:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-06 19:10:00,21.0,,,,,,,,,,,,,20.0,,,,,,,,,,41.0,,,,
2020-04-06 19:20:00,23.0,,,,,,,,,,,,,21.0,,,,,,,,,,40.0,,,,
2020-04-06 19:30:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,39.0,,,,
2020-04-06 19:40:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,42.0,,,,
2020-04-06 19:50:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-06 20:00:00,901.3776910623255,,,,,,,,,,,,,22.0,,,,,,,,,,43.0,,,,
2020-04-06 20:10:00,26.0,,,,,,,,,,,,,21.0,,,,,,,,,,44.0,,,,
2020-04-06 20:20:00,27.0,,,,,,,,,,,,,20.0,,,,,,,,,,42.0,,,,
2020-04-06 20:30:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,44.0,,,,
2020-04-06 20:40:00,23.0,,,,,,,,,,,,,20.0,,,,,,,,,,42.0,,,,
2020-04-06 20:50:00,24.0,,,,,,,,,,,,,20.0,,,,,,,,,,38.0,,,,
