Timestamp,mobile-40,mobile-41,mobile-39,mobile-17,mobile-25,mobile-47,mobile-6,mobile-36,mobile-15,mobile-4,mobile-35,mobile-2,mobile-24,mobile-19,mobile-20,mobile-27,mobile-43,mobile-9,mobile-23,mobile-42,mobile-31,mobile-44,mobile-16,mobile-12,mobile-8,mobile-7
2020-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,38.0,,,,
2020-04-06 00:10:00,,,,,,,,,,,,,,,,,,,,50.0,41.0,46.0,,,,
2020-04-06 00:20:00,,,,,,,,,,,,,,,,,,,,51.0,39.0,39.0,,,,
2020-04-06 00:30:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,38.0,,,,
2020-04-06 00:40:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,41.0,,,,
2020-04-06 00:50:00,,,,,,,,,,,,,,,,,,,,47.0,40.0,41.0,,,,
2020-04-06 01:00:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,39.0,,,,
2020-04-06 01:10:00,,,,,,,,,,,,,,,,,,,,48.0,36.0,42.0,,,,
2020-04-06 01:20:00,,,,,,,,,,,,,,,,,,,,47.0,38.0,44.0,,,,
2020-04-06 01:30:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,38.0,,,,
2020-04-06 01:40:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,43.0,,,,
2020-04-06 01:50:00,,,,,,,,,,,,,,,,,,,,52.0,37.0,38.0,,,,
2020-04-06 02:00:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,38.0,,,,
2020-04-06 02:10:00,,,,,,,,,,,,,,,,,,,,48.0,40.0,38.0,,,,
2020-04-06 02:20:00,,,,,,,,,,,,,,,,,,,,53.0,40.0,42.0,,,,
2020-04-06 02:30:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,40.0,,,,
2020-04-06 02:40:00,,,,,,,,,,,,,,,,,,,,48.0,36.0,41.0,,,,
2020-04-06 02:50:00,,,,,,,,,,,,,,,,,,,,49.0,41.0,41.0,,,,
2020-04-06 03:00:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,42.0,,,,
2020-04-06 03:10:00,,,,,,,,,,,,,,,,,,,,51.0,38.0,39.0,,,,
2020-04-06 03:20:00,,,,,,,,,,,,,,,,,,,,47.0,39.0,40.0,,,,
2020-04-06 03:30:00,,,,,,,,,,,,,,,,,,,,47.0,39.0,37.0,,,,
2020-04-06 03:40:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,39.0,,,,
2020-04-06 03:50:00,,,,,,,,,,,,,,,,,,,,52.0,41.0,38.0,,,,
2020-04-06 04:00:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,41.0,,,,
2020-04-06 04:10:00,,,,,,,,,,,,,,,,,,,,50.0,39.0,38.0,,,,
2020-04-06 04:20:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,40.0,,,,
2020-04-06 04:30:00,,,,,,,,,,,,,,,,,,,,50.0,38.0,39.0,,,,
2020-04-06 04:40:00,,,,,,,,,,,,,,,,,,,,47.0,36.0,41.0,,,,
2020-04-06 04:50:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,38.0,,,,
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,39.0,,,,
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,48.0,36.0,39.0,,,,
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,47.0,36.0,39.0,,,,
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,37.0,,,,
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,50.0,40.0,38.0,,,,
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,39.0,,,,
2020-04-06 06:00:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,40.0,,,,
2020-04-06 06:10:00,,,,,,,,,,40.0,,,,,,,,,,49.0,40.0,43.0,,,,
2020-04-06 06:20:00,,,,,,,,,,45.0,,,,,,,,,,53.0,37.0,42.0,,,,
2020-04-06 06:30:00,,,,,,,,,,,,,,,,,,,,51.0,37.0,41.0,,,,
2020-04-06 06:40:00,,,,,,,,,,,,,,,468.63815493010287,,,,,48.0,,38.0,,,,
2020-04-06 06:50:00,,,21.0,,,,,,,,,,,,31.0,,,,44.0,57.0,,39.0,,,,46.0
2020-04-06 07:00:00,,,20.0,,,,,22.0,,,,,,,30.0,,,,45.0,53.0,,37.0,,,,46.0
2020-04-06 07:10:00,,22.0,,,,,,,,,,,,,30.0,,,,,,,39.0,,,,46.0
2020-04-06 07:20:00,,20.0,,,,,,,,,,,,,30.0,,,,,,,37.0,,,,48.0
2020-04-06 07:30:00,,,,,,,,,,,,,,,32.0,,,,,,,38.0,,,,48.0
2020-04-06 07:40:00,,,,,,,,,,,,,,,32.0,,,,,,,,,,,49.0
2020-04-06 07:50:00,,,,,,,,,,,,,,,32.0,,,,,,,,,,,47.0
2020-04-06 08:00:00,,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,47.0
2020-04-06 08:10:00,30.0853,,,,,,,,,,,,,,30.0,,,38.0,,,,,,,,48.0
2020-04-06 08:20:00,41.1112,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,50.0
2020-04-06 08:30:00,35.1574,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,46.0
2020-04-06 08:40:00,34.2246,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,45.0
2020-04-06 08:50:00,35.2568,,,,,,,,,,,,,,31.0,,,40.0,,,,,,,,46.0
2020-04-06 09:00:00,36.28515,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,46.0
2020-04-06 09:10:00,39.3513,,,,,,,,,,,,,,30.0,,,38.0,,,,,,,,47.0
2020-04-06 09:20:00,929.3289750734093,,,,,,,,,,,,,,31.0,,,36.0,,,,,,,,48.0
2020-04-06 09:30:00,37.4241,,,,,,,,,,,,,,32.0,,,38.0,,,,,,,,51.0
2020-04-06 09:40:00,36.47345,,,,,,,,,,,,,,30.0,,,39.0,,,,,,,,49.0
2020-04-06 09:50:00,39.50145,,,,,,,,,,,,,,31.0,,,39.0,,,,,,,,50.0
2020-04-06 10:00:00,38.54415,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,50.0
2020-04-06 10:10:00,34.5774,,,,,,,,,,,,,,33.0,,,38.0,,,,,,,,50.0
2020-04-06 10:20:00,36.6047,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,49.0
2020-04-06 10:30:00,40.66735,,,,,,,,,,,,,,31.0,,,40.0,,,,,,,,47.0
2020-04-06 10:40:00,36.69745,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,49.0
2020-04-06 10:50:00,39.736999999999995,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,46.0
2020-04-06 11:00:00,38.7902,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,49.0
2020-04-06 11:10:00,33.84935,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,48.0
2020-04-06 11:20:00,34.86615,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,46.0
2020-04-06 11:30:00,34.90745,,,,,,,,,,,,,,31.0,,,39.0,,,,,,,,46.0
2020-04-06 11:40:00,37.96835,,,,,,,,,,,,,,32.0,,,37.0,,,,,,,,46.0
2020-04-06 11:50:00,37.99005,,,,,,,,,,,,,,33.0,,,37.0,,,,,,,,44.0
2020-04-06 12:00:00,41.0471,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 12:10:00,46.0961,,,,,,,,,,,,,28.0,32.0,,,37.0,,,,,,,,
2020-04-06 12:20:00,38.14615,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 12:30:00,41.16225,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,
2020-04-06 12:40:00,38.2032,,,,,,,,,,,,,,32.0,,,37.0,,,,,,,,
2020-04-06 12:50:00,38.24835,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,
2020-04-06 13:00:00,40.3033,,,,,,,,,,,,,,31.0,,,36.0,,,,,,,,
2020-04-06 13:10:00,37.33795,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 13:20:00,32.39115,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,
2020-04-06 13:30:00,36.4426,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,
2020-04-06 13:40:00,40.4839,,,,,,,,,,,,,,30.0,,,40.0,,,,,,,,
2020-04-06 13:50:00,39.48705,,,,,,,,,,,,,,30.0,,,35.0,,,,,,,,
2020-04-06 14:00:00,40.55565,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,
2020-04-06 14:10:00,39.5987,,,,,,,,,,,,,,30.0,,,38.0,,,,,,,,
2020-04-06 14:20:00,38.64385,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 14:30:00,41.654,,,,,,,,,,,,,,810.0657901821318,,,38.0,,,,,,,,
2020-04-06 14:40:00,41.7121,,,,,,,,,,,,,,31.0,,,35.0,,,,,,,,
2020-04-06 14:50:00,35.77615,,,,,,,,,,,,,,31.0,,,36.0,,,,,,,,
2020-04-06 15:00:00,36.7975,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,
2020-04-06 15:10:00,36.85385,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 15:20:00,35.89165,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 15:30:00,38.9431,,,,,,,,,,,,,,33.0,,,37.0,,,,,,,,
2020-04-06 15:40:00,37.97565,,,,,,,,,,,,,,31.0,,,40.0,,,,,,,,
2020-04-06 15:50:00,38.00365,,,,,,,,,,,,,,32.0,,,37.0,,,,,,,,
2020-04-06 16:00:00,40.06805,,20.0,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-06 16:10:00,35.1048,,18.0,,,,,,,,,,,,33.0,,,36.0,,,,,,,,
2020-04-06 16:20:00,37.11705,,,,,,,18.0,,,,,,,31.0,,,36.0,44.0,,37.0,38.0,,,,
2020-04-06 16:30:00,37.1755,,,,,,,22.0,,,28.0,,,,31.0,,,,50.0,508.9870168554786,38.0,39.0,,,,
2020-04-06 16:40:00,39.20945,,,,,,,,,,48.0,,,,,,,,,49.0,38.0,38.0,,,,
2020-04-06 16:50:00,36.24375,,,,,,,,,,,,,,,,,,,53.0,38.0,38.0,,,,
2020-04-06 17:00:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,39.0,,,,
2020-04-06 17:10:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,37.0,,,,
2020-04-06 17:20:00,,,,,,,,,,,,52.803000000000004,,,,,,,,48.0,36.0,37.0,,,,
2020-04-06 17:30:00,,,,,,,,,,,,60.8,,,,,,,,49.0,38.0,36.0,,,,
2020-04-06 17:40:00,,,,,,,,,,,,,,,,,,,,50.0,37.0,36.0,,,,
2020-04-06 17:50:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,37.0,,,,
2020-04-06 18:00:00,,,,,,,,,,,,,,,,,,,,50.0,37.0,37.0,,,,
2020-04-06 18:10:00,,,,,,,,,,,,,,,,,,,,50.0,36.0,44.0,,,,
2020-04-06 18:20:00,,,,,,,,,,,,,,,,,,,,47.0,37.0,42.0,,,,
2020-04-06 18:30:00,,,,,,,,,,,,,,,,,,,,48.0,40.0,37.0,,,,
2020-04-06 18:40:00,,,,,,,,,,,,,,,,,,,,57.0,40.0,38.0,,,,
2020-04-06 18:50:00,,,,,,,,,,,,,,,,,,,,49.0,42.0,38.0,,,,
2020-04-06 19:00:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,38.0,,,,
2020-04-06 19:10:00,,,,,,,,,,,,,,,,,,,,47.0,41.0,38.0,,,,
2020-04-06 19:20:00,,,,,,,,,,,,,,,,,,,,52.0,41.0,39.0,,,,
2020-04-06 19:30:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,37.0,,,,
2020-04-06 19:40:00,,,,,,,,,,,,,,,,,,,,51.0,38.0,40.0,,,,
2020-04-06 19:50:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,37.0,,,,
2020-04-06 20:00:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,39.0,,,,
2020-04-06 20:10:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,41.0,,,,
2020-04-06 20:20:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,38.0,,,,
2020-04-06 20:30:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,38.0,,,,
2020-04-06 20:40:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,36.0,,,,
2020-04-06 20:50:00,,,,,,,,,,,,,,,,,,,,50.0,40.0,38.0,,,,
2020-04-06 21:00:00,,,,,,,,,,,,,,,,,,,,49.0,40.0,37.0,,,,
2020-04-06 21:10:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,39.0,,,,
2020-04-06 21:20:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,40.0,,,,
2020-04-06 21:30:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,38.0,,,,
2020-04-06 21:40:00,,,,,,,,,,,,,,,,,,,,50.0,37.0,38.0,,,,
2020-04-06 21:50:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,37.0,,,,
2020-04-06 22:00:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,38.0,,,,
2020-04-06 22:10:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,38.0,,,,
2020-04-06 22:20:00,,,,,,,,,,,,,,,,,,,,50.0,38.0,40.0,,,,
2020-04-06 22:30:00,,,,,,,,,,,,,,,,,,,,51.0,39.0,39.0,,,,
2020-04-06 22:40:00,,,,,,,,,,,,,,,,,,,,49.0,35.0,39.0,,,,
2020-04-06 22:50:00,,,,,,,,,,,,,,,,,,,,50.0,36.0,38.0,,,,
2020-04-06 23:00:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,39.0,,,,
2020-04-06 23:10:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,37.0,,,,
2020-04-06 23:20:00,,,,,,,,,,,,,,,,,,,,46.0,37.0,40.0,,,,
2020-04-06 23:30:00,,,,,,,,,,,,,,,,,,,,50.0,36.0,42.0,,,,
2020-04-06 23:40:00,,,,,,,,,,,,,,,,,,,,49.0,41.0,40.0,,,,
2020-04-06 23:50:00,,,,,,,,,,,,,,,,,,,,54.0,37.0,37.0,,,,
2020-04-07 00:00:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,38.0,,,,
2020-04-07 00:10:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,39.0,,,,
2020-04-07 00:20:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,38.0,,,,
2020-04-07 00:30:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,38.0,,,,
2020-04-07 00:40:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,39.0,,,,
2020-04-07 00:50:00,,,,,,,,,,,,,,,,,,,,48.0,36.0,38.0,,,,
2020-04-07 01:00:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,39.0,,,,
2020-04-07 01:10:00,,,,,,,,,,,,,,,,,,,,47.0,37.0,40.0,,,,
2020-04-07 01:20:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,45.0,,,,
2020-04-07 01:30:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,42.0,,,,
2020-04-07 01:40:00,,,,,,,,,,,,,,,,,,,,50.0,38.0,39.0,,,,
2020-04-07 01:50:00,,,,,,,,,,,,,,,,,,,,49.0,38.0,40.0,,,,
2020-04-07 02:00:00,,,,,,,,,,,,,,,,,,,,51.0,41.0,40.0,,,,
2020-04-07 02:10:00,,,,,,,,,,,,,,,,,,,,49.0,36.0,40.0,,,,
2020-04-07 02:20:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,43.0,,,,
2020-04-07 02:30:00,,,,,,,,,,,,,,,,,,,,49.0,39.0,40.0,,,,
2020-04-07 02:40:00,,,,,,,,,,,,,,,,,,,,48.0,42.0,41.0,,,,
2020-04-07 02:50:00,,,,,,,,,,,,,,,,,,,,50.0,41.0,38.0,,,,
2020-04-07 03:00:00,,,,,,,,,,,,,,,,,,,,47.0,43.0,39.0,,,,
2020-04-07 03:10:00,,,,,,,,,,,,,,,,,,,,48.0,44.0,39.0,,,,
2020-04-07 03:20:00,,,,,,,,,,,,,,,,,,,,51.0,41.0,43.0,,,,
2020-04-07 03:30:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,41.0,,,,
2020-04-07 03:40:00,,,,,,,,,,,,,,,,,,,,47.0,41.0,40.0,,,,
2020-04-07 03:50:00,,,,,,,,,,,,,,,,,,,,48.0,38.0,39.0,,,,
2020-04-07 04:00:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,40.0,,,,
2020-04-07 04:10:00,,,,,,,,,,,,,,,,,,,,53.0,39.0,40.0,,,,
2020-04-07 04:20:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,40.0,,,,
2020-04-07 04:30:00,,,,,,,,,,,,,,,,,,,,48.0,37.0,39.0,,,,
2020-04-07 04:40:00,,,,,,,,,,,,,,,,,,,,50.0,43.0,38.0,,,,
2020-04-07 04:50:00,,,,,,,,,,,,,,,,,,,,50.0,41.0,38.0,,,,
2020-04-07 05:00:00,,,,,,,,,,,,,,,,,,,,54.0,39.0,40.0,,,,
2020-04-07 05:10:00,,,,,,,,,,,,,,,,,,,,53.0,37.0,38.0,,,,
2020-04-07 05:20:00,,,,,,,,,,,,,,,,,,,,541.4735041444588,41.0,39.0,,,,
2020-04-07 05:30:00,,,,,,,,,,,,,,,,,,,,51.0,39.0,40.0,,,,
2020-04-07 05:40:00,,,,,,,,,,,,,,,,,,,,48.0,39.0,40.0,,,,
2020-04-07 05:50:00,,,,,,,,,,,,,,,,,,,,52.0,40.0,42.0,,,,
2020-04-07 06:00:00,,,,,,,,,,,,,,,,,,,,50.0,38.0,38.0,,,,
2020-04-07 06:10:00,,,,,,,,,,,,,,,,,,,,49.0,37.0,39.0,,,,
2020-04-07 06:20:00,,,,,,,,,,46.0,,,,,,,,,46.0,52.0,33.0,38.0,,,,
2020-04-07 06:30:00,,,,,,,,,,,,,,,,,,,,49.0,,39.0,,,,
2020-04-07 06:40:00,,,,,,,,,,,,,,,,,,38.0,,49.0,,39.0,,,,
2020-04-07 06:50:00,,,,,,,,,,,,,,,,,,41.0,,50.0,,40.0,,,,
2020-04-07 07:00:00,,,,,,,,,,,,,,,,,,37.0,,48.0,,40.0,,,,
2020-04-07 07:10:00,,,,,,,,,,,,,,,,,,37.0,,48.0,,42.0,,,,
2020-04-07 07:20:00,,,,,,,,,,,,,,,,,,38.0,,48.0,,39.0,,,,
2020-04-07 07:30:00,,,,,,,,,,,,,,,,,,36.0,,48.0,,38.0,,,,
2020-04-07 07:40:00,44.02095,,,,,,,,,,,,,,,,,37.0,,47.0,,38.0,,,,
2020-04-07 07:50:00,42.0444,,,,,,,,,,,,,,,,,37.0,,48.0,,40.0,,,,
2020-04-07 08:00:00,47.10425,,,,,,,,,,,,,,,,,37.0,,49.0,,38.0,,,,
2020-04-07 08:10:00,43.12315,,,,,,,,,,,,,,,,,36.0,,46.0,,40.0,,,,
2020-04-07 08:20:00,39.17705,,,,,,,,,,,,,,,,,37.0,,49.0,,40.0,,,,
2020-04-07 08:30:00,42.21205,,,,,,,,,,,,,,,,,36.0,,47.0,,39.0,,,,
2020-04-07 08:40:00,43.2733,,,,,,,,,,,,,,,,,38.0,,49.0,,45.0,,,,
2020-04-07 08:50:00,43.30445,,,,,,,,,,,,,,,,,927.3001691946288,,49.0,,43.0,,,,
2020-04-07 09:00:00,42.3433,,,,,,,,,,,,,,,,,37.0,,48.0,,44.0,,,,
2020-04-07 09:10:00,42.37865,,,,,,,,,,,,,,,,,36.0,,47.0,,39.0,,,,
2020-04-07 09:20:00,44.4322,,,,,,,,,,,,,,,,,36.0,,49.0,,39.0,,,,
2020-04-07 09:30:00,45.47805,,,,,,,,,,,,,,,,,38.0,,51.0,,39.0,,,,
2020-04-07 09:40:00,42.5148,,,,,,,,,,,,,,,,,1152.2620242752482,,52.0,,41.0,,,,
2020-04-07 09:50:00,43.55365,,,,,,,,,,,,,,,,,37.0,,706.4743475400325,,41.0,,,,
2020-04-07 10:00:00,46.59005,,,,,,,,,,,,,,,,,36.0,,50.0,,41.0,,,,
2020-04-07 10:10:00,45.61,,,,,,,,,,,,,,,,,39.0,,49.0,,41.0,,,,
2020-04-07 10:20:00,46.67965,,,,,,,,,,,,,,,,,39.0,,51.0,,40.0,,,,
2020-04-07 10:30:00,44.7171,,,,,,,,,,,,,,,,,36.0,,47.0,,41.0,,,,
2020-04-07 10:40:00,43.7535,,,,,,,,,,,,,,,,,38.0,,49.0,,41.0,,,,
2020-04-07 10:50:00,43.79095,,,,,,,,,,,,,,,,,37.0,,46.0,,41.0,,,,
2020-04-07 11:00:00,41.82,,,,,,,,,,,,,,,,,38.0,,47.0,,41.0,,,,
2020-04-07 11:10:00,44.88475,,,,,,,,,,,,,,,,,37.0,,48.0,,41.0,,,,
2020-04-07 11:20:00,45.9313,,,,,,,,,,,,,,,,,37.0,,48.0,,39.0,,,,
2020-04-07 11:30:00,44.9754,,,,,,,,,,,,,,,,,37.0,,51.0,,43.0,,,,
2020-04-07 11:40:00,43.02545,,,,,,,,,,,,,,,,,36.0,,48.0,,39.0,,,,
2020-04-07 11:50:00,43.05345,,,,,,,,,,,,,,,,,39.0,,47.0,,,,,,
2020-04-07 12:00:00,38.0972,,,,,,,,,,,,,,,,,38.0,,48.0,,,,,,
2020-04-07 12:10:00,43.1287,,,,,,,,,,,,,,,,,37.0,,,,,,,,
2020-04-07 12:20:00,42.1847,,,,,,,,,,,,,,,,,37.0,,,,,,,,
2020-04-07 12:30:00,42.1994,,,,,,,,,,,,,,31.0,,,36.0,,,,,,,,
2020-04-07 12:40:00,46.25925,,,,,,,,,,,,,,32.0,,,37.0,,,,,,,,
2020-04-07 12:50:00,43.28445,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,
2020-04-07 13:00:00,46.3429,,,,,,,,,,,,,,33.0,32.2,,38.0,,,,,,,,
2020-04-07 13:10:00,47.39505,,,,,,,,,,,,,,32.0,31.4,,36.0,,,,,,,,
2020-04-07 13:20:00,45.4185,,23.0,,,,,,,,,,,,33.0,,,39.0,,,,,,,,
2020-04-07 13:30:00,46.48115,,19.0,,,,,,,,,,,,31.0,,,38.0,,,,,,,,
2020-04-07 13:40:00,43.5025,,,,,,,,,,,,,,32.0,,,39.0,,,,,,,,
2020-04-07 13:50:00,42.5361,,,,,,,,,,,,,,32.0,,,39.0,,,,,,,,
2020-04-07 14:00:00,43.5823,,,,,,,,,,,,,,34.0,,,37.0,,,,,,,,
2020-04-07 14:10:00,42.6495,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,
2020-04-07 14:20:00,42.67155,,,,,,,,,,,,,,32.0,,,40.0,,,,,,,,
2020-04-07 14:30:00,45.7391,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,
2020-04-07 14:40:00,43.76045,,,,,,,,,,,,,,33.0,,,36.0,,,,,,,,
2020-04-07 14:50:00,44.82065,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,
2020-04-07 15:00:00,934.8169860259112,,,,,,,,,,,,,,34.0,,,37.0,,,,,,,,
2020-04-07 15:10:00,45.90675,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,
2020-04-07 15:20:00,48.95295,,,,,,,,,,,,,,34.0,,,35.0,,,,,,,,
2020-04-07 15:30:00,48.98165,,,,,,,,,,,,,,34.0,,,37.0,,,,,,,,
2020-04-07 15:40:00,45.0135,,,,,,,,,,,,,,33.0,,,36.0,,,,,,,,
2020-04-07 15:50:00,43.0471,,,,,,,,,,,,,,33.0,,,37.0,,,,,,,,
2020-04-07 16:00:00,43.10345,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,
2020-04-07 16:10:00,49.1444,,,,,,,,,,44.0,,,,32.0,,,37.0,,,,,,,,
2020-04-07 16:20:00,47.1836,,,,,,,,,,42.0,,,,32.0,,,,,,41.0,,,,,
2020-04-07 16:30:00,46.23995,,24.0,,,,,,,,,,,,,,,,,,43.0,,,,,
2020-04-07 16:40:00,45.27005,,,,,,,,,,,,,,,,,,47.0,,42.0,,,,,
2020-04-07 16:50:00,,,,,,,,,,,,,,,,,,,47.0,,44.0,,,35.0,,
2020-04-07 17:00:00,,,,,,,,16.0,,,,60.086999999999996,,,,,,,,,42.0,41.0,,903.6804990161752,,
2020-04-07 17:10:00,,,,,,,,20.0,,,,56.11,,,,,,,,47.0,44.0,38.0,,42.0,,
2020-04-07 17:20:00,,,,,,,,,,,,,,,,,,,,50.0,41.0,38.0,,40.0,,
2020-04-07 17:30:00,,,,,,,,,,,,,,,,,,,,48.0,45.0,39.0,,39.0,,
2020-04-07 17:40:00,,,,,,,,,,,,,,,,,,,,49.0,47.0,38.0,,41.0,,
2020-04-07 17:50:00,,,,,,,,,,,,,,,,,,,,49.0,52.0,40.0,,42.0,,
2020-04-07 18:00:00,,,,,,,,,,,,,,,,,,,,49.0,51.0,,,38.0,,
2020-04-07 18:10:00,,,,,,,,,,,,,,,,,,,,48.0,46.0,,,39.0,,
2020-04-07 18:20:00,,,,,,,,,,,,,,,,,,,,49.0,49.0,,,38.0,,
2020-04-07 18:30:00,,,,,,,,,,,,,,,,,,,,47.0,46.0,,,40.0,,
2020-04-07 18:40:00,,,,,,,,,,,,,,,,,,,,49.0,43.0,,,39.0,,
2020-04-07 18:50:00,,,,,,,,,,,,,,,,,,,,50.0,46.0,,,,,
2020-04-07 19:00:00,,,,,,,,,,,,,,,,,,,,49.0,52.0,,,,,
2020-04-07 19:10:00,,,,,,,,,,,,,,,,,,,,48.0,46.0,34.0,,,,
2020-04-07 19:20:00,,,,,,,,,,,,,,,,,,,,50.0,42.0,43.0,,,,
2020-04-07 19:30:00,,,,,,,,,,,,,,,,,,,,52.0,41.0,41.0,,,,
2020-04-07 19:40:00,,,,,,,,,,,,,,,,,,,,49.0,48.0,41.0,,,,
2020-04-07 19:50:00,,,,,,,,,,,,,,,,,,,,47.0,44.0,41.0,,,,
2020-04-07 20:00:00,,,,,,,,,,,,,,,,,,,,719.6081137737567,46.0,40.0,,,,
2020-04-07 20:10:00,,,,,,,,,,,,,,,,,,,,52.0,44.0,45.0,,,,
2020-04-07 20:20:00,,,,,,,,,,,,,,,,,,,,48.0,48.0,46.0,,,,
2020-04-07 20:30:00,,,,,,,,,,,,,,,,,,,,50.0,47.0,54.0,,,,
