Timestamp,Sensor-id,Value
2020-04-06 00:00:00,mobile-3,0.0
2020-04-06 02:00:00,mobile-3,0.0
2020-04-06 04:00:00,mobile-3,0.0
2020-04-06 06:00:00,mobile-3,0.0
2020-04-06 08:00:00,mobile-3,0.0
2020-04-06 10:00:00,mobile-3,0.0
2020-04-06 12:00:00,mobile-3,40.798
2020-04-06 14:00:00,mobile-3,0.0
2020-04-06 16:00:00,mobile-3,35.79
2020-04-06 18:00:00,mobile-3,0.0
2020-04-06 20:00:00,mobile-3,0.0
2020-04-06 22:00:00,mobile-3,0.0
2020-04-07 00:00:00,mobile-3,0.0
2020-04-07 02:00:00,mobile-3,0.0
2020-04-07 04:00:00,mobile-3,0.0
2020-04-07 06:00:00,mobile-3,39.208
2020-04-07 08:00:00,mobile-3,42.104
2020-04-07 10:00:00,mobile-3,0.0
2020-04-07 12:00:00,mobile-3,0.0
2020-04-07 14:00:00,mobile-3,0.0
2020-04-07 16:00:00,mobile-3,36.015
2020-04-07 18:00:00,mobile-3,0.0
2020-04-07 20:00:00,mobile-3,0.0
2020-04-07 22:00:00,mobile-3,0.0
2020-04-08 00:00:00,mobile-3,0.0
2020-04-08 02:00:00,mobile-3,0.0
2020-04-08 04:00:00,mobile-3,0.0
2020-04-08 06:00:00,mobile-3,0.0
2020-04-08 08:00:00,mobile-3,50.891999999999996
2020-04-08 10:00:00,mobile-3,0.0
2020-04-08 12:00:00,mobile-3,0.0
2020-04-08 14:00:00,mobile-3,0.0
2020-04-08 16:00:00,mobile-3,36.372
2020-04-08 18:00:00,mobile-3,0.0
2020-04-08 20:00:00,mobile-3,0.0
2020-04-08 22:00:00,mobile-3,0.0
2020-04-09 00:00:00,mobile-3,0.0
2020-04-09 02:00:00,mobile-3,0.0
2020-04-09 04:00:00,mobile-3,0.0
2020-04-09 06:00:00,mobile-3,0.0
2020-04-09 08:00:00,mobile-3,0.0
2020-04-09 10:00:00,mobile-3,0.0
2020-04-09 12:00:00,mobile-3,0.0
2020-04-09 14:00:00,mobile-3,0.0
2020-04-09 16:00:00,mobile-3,0.0
2020-04-09 18:00:00,mobile-3,0.0
2020-04-09 20:00:00,mobile-3,0.0
2020-04-09 22:00:00,mobile-3,0.0
2020-04-10 00:00:00,mobile-3,0.0
2020-04-10 02:00:00,mobile-3,0.0
2020-04-10 04:00:00,mobile-3,0.0
2020-04-10 06:00:00,mobile-3,0.0
2020-04-10 08:00:00,mobile-3,0.0
2020-04-10 10:00:00,mobile-3,0.0
2020-04-10 12:00:00,mobile-3,0.0
2020-04-10 14:00:00,mobile-3,0.0
2020-04-10 16:00:00,mobile-3,0.0
2020-04-10 18:00:00,mobile-3,0.0
2020-04-10 20:00:00,mobile-3,0.0
2020-04-10 22:00:00,mobile-3,0.0
2020-04-11 00:00:00,mobile-3,0.0
2020-04-06 00:00:00,mobile-4,0.0
2020-04-06 02:00:00,mobile-4,0.0
2020-04-06 04:00:00,mobile-4,0.0
2020-04-06 06:00:00,mobile-4,35.00025
2020-04-06 08:00:00,mobile-4,0.0
2020-04-06 10:00:00,mobile-4,0.0
2020-04-06 12:00:00,mobile-4,0.0
2020-04-06 14:00:00,mobile-4,0.0
2020-04-06 16:00:00,mobile-4,0.0
2020-04-06 18:00:00,mobile-4,0.0
2020-04-06 20:00:00,mobile-4,0.0
2020-04-06 22:00:00,mobile-4,0.0
2020-04-07 00:00:00,mobile-4,0.0
2020-04-07 02:00:00,mobile-4,0.0
2020-04-07 04:00:00,mobile-4,0.0
2020-04-07 06:00:00,mobile-4,46.95235
2020-04-07 08:00:00,mobile-4,0.0
2020-04-07 10:00:00,mobile-4,0.0
2020-04-07 12:00:00,mobile-4,0.0
2020-04-07 14:00:00,mobile-4,0.0
2020-04-07 16:00:00,mobile-4,0.0
2020-04-07 18:00:00,mobile-4,0.0
2020-04-07 20:00:00,mobile-4,0.0
2020-04-07 22:00:00,mobile-4,0.0
2020-04-08 00:00:00,mobile-4,0.0
2020-04-08 02:00:00,mobile-4,0.0
2020-04-08 04:00:00,mobile-4,0.0
2020-04-08 06:00:00,mobile-4,46.9447
2020-04-08 08:00:00,mobile-4,0.0
2020-04-08 10:00:00,mobile-4,0.0
2020-04-08 12:00:00,mobile-4,0.0
2020-04-08 14:00:00,mobile-4,0.0
2020-04-08 16:00:00,mobile-4,0.0
2020-04-08 18:00:00,mobile-4,0.0
2020-04-08 20:00:00,mobile-4,0.0
2020-04-08 22:00:00,mobile-4,0.0
2020-04-09 00:00:00,mobile-4,0.0
2020-04-09 02:00:00,mobile-4,0.0
2020-04-09 04:00:00,mobile-4,0.0
2020-04-09 06:00:00,mobile-4,0.0
2020-04-09 08:00:00,mobile-4,0.0
2020-04-09 10:00:00,mobile-4,0.0
2020-04-09 12:00:00,mobile-4,0.0
2020-04-09 14:00:00,mobile-4,0.0
2020-04-09 16:00:00,mobile-4,0.0
2020-04-09 18:00:00,mobile-4,0.0
2020-04-09 20:00:00,mobile-4,61.80241975551584
2020-04-09 22:00:00,mobile-4,0.0
2020-04-10 00:00:00,mobile-4,0.0
2020-04-10 02:00:00,mobile-4,0.0
2020-04-10 04:00:00,mobile-4,0.0
2020-04-10 06:00:00,mobile-4,0.0
2020-04-10 08:00:00,mobile-4,0.0
2020-04-10 10:00:00,mobile-4,0.0
2020-04-10 12:00:00,mobile-4,0.0
2020-04-10 14:00:00,mobile-4,0.0
2020-04-10 16:00:00,mobile-4,0.0
2020-04-10 18:00:00,mobile-4,0.0
2020-04-10 20:00:00,mobile-4,0.0
2020-04-10 22:00:00,mobile-4,0.0
2020-04-11 00:00:00,mobile-4,0.0
2020-04-06 00:00:00,mobile-50,1033.0500864308856
2020-04-06 02:00:00,mobile-50,37.0
2020-04-06 04:00:00,mobile-50,40.0
2020-04-06 06:00:00,mobile-50,47.0
2020-04-06 08:00:00,mobile-50,324.0
2020-04-06 10:00:00,mobile-50,38.0
2020-04-06 12:00:00,mobile-50,46.0
2020-04-06 14:00:00,mobile-50,43.0
2020-04-06 16:00:00,mobile-50,715.4174067858113
2020-04-06 18:00:00,mobile-50,433.972190089642
2020-04-06 20:00:00,mobile-50,39.0
2020-04-06 22:00:00,mobile-50,37.0
2020-04-07 00:00:00,mobile-50,41.0
2020-04-07 02:00:00,mobile-50,38.0
2020-04-07 04:00:00,mobile-50,39.0
2020-04-07 06:00:00,mobile-50,37.0
2020-04-07 08:00:00,mobile-50,39.0
2020-04-07 10:00:00,mobile-50,40.0
2020-04-07 12:00:00,mobile-50,39.0
2020-04-07 14:00:00,mobile-50,1136.4424118373481
2020-04-07 16:00:00,mobile-50,1122.0705355771975
2020-04-07 18:00:00,mobile-50,38.0
2020-04-07 20:00:00,mobile-50,38.0
2020-04-07 22:00:00,mobile-50,37.0
2020-04-08 00:00:00,mobile-50,39.0
2020-04-08 02:00:00,mobile-50,714.4517025400054
2020-04-08 04:00:00,mobile-50,38.0
2020-04-08 06:00:00,mobile-50,39.0
2020-04-08 08:00:00,mobile-50,37.0
2020-04-08 10:00:00,mobile-50,362.3999500230997
2020-04-08 12:00:00,mobile-50,36.92566690703652
2020-04-08 14:00:00,mobile-50,953.5272789755296
2020-04-08 16:00:00,mobile-50,2244.825660161624
2020-04-08 18:00:00,mobile-50,393.8585160986982
2020-04-08 20:00:00,mobile-50,28.751356670201968
2020-04-08 22:00:00,mobile-50,850.7573442160422
2020-04-09 00:00:00,mobile-50,710.3592134117599
2020-04-09 02:00:00,mobile-50,925.9184128292684
2020-04-09 04:00:00,mobile-50,29.556711388080416
2020-04-09 06:00:00,mobile-50,155.33497604320038
2020-04-09 08:00:00,mobile-50,30.321602356017426
2020-04-09 10:00:00,mobile-50,1042.983652541563
2020-04-09 12:00:00,mobile-50,395.314356522171
2020-04-09 14:00:00,mobile-50,731.3207562458557
2020-04-09 16:00:00,mobile-50,515.6672760726577
2020-04-09 18:00:00,mobile-50,601.3890003143448
2020-04-09 20:00:00,mobile-50,580.4059082883925
2020-04-09 22:00:00,mobile-50,664.4199503214779
2020-04-10 00:00:00,mobile-50,504.21977104407364
2020-04-10 02:00:00,mobile-50,953.2060034305459
2020-04-10 04:00:00,mobile-50,406.1771108838418
2020-04-10 06:00:00,mobile-50,1193.1695416441944
2020-04-10 08:00:00,mobile-50,38.94098505379054
2020-04-10 10:00:00,mobile-50,741.8232160388112
2020-04-10 12:00:00,mobile-50,532.809706433525
2020-04-10 14:00:00,mobile-50,604.3714272014969
2020-04-10 16:00:00,mobile-50,40.31868001782807
2020-04-10 18:00:00,mobile-50,657.5506591185917
2020-04-10 20:00:00,mobile-50,905.9092782338547
2020-04-10 22:00:00,mobile-50,47.369779380694396
2020-04-11 00:00:00,mobile-50,0.0
2020-04-06 00:00:00,mobile-5,28.0
2020-04-06 02:00:00,mobile-5,29.0
2020-04-06 04:00:00,mobile-5,27.0
2020-04-06 06:00:00,mobile-5,26.0
2020-04-06 08:00:00,mobile-5,0.0
2020-04-06 10:00:00,mobile-5,0.0
2020-04-06 12:00:00,mobile-5,0.0
2020-04-06 14:00:00,mobile-5,0.0
2020-04-06 16:00:00,mobile-5,0.0
2020-04-06 18:00:00,mobile-5,0.0
2020-04-06 20:00:00,mobile-5,0.0
2020-04-06 22:00:00,mobile-5,0.0
2020-04-07 00:00:00,mobile-5,0.0
2020-04-07 02:00:00,mobile-5,0.0
2020-04-07 04:00:00,mobile-5,0.0
2020-04-07 06:00:00,mobile-5,0.0
2020-04-07 08:00:00,mobile-5,0.0
2020-04-07 10:00:00,mobile-5,0.0
2020-04-07 12:00:00,mobile-5,0.0
2020-04-07 14:00:00,mobile-5,0.0
2020-04-07 16:00:00,mobile-5,0.0
