Timestamp,Sensor-id,Long,Lat,Value,value_min,value_mean,value_count
2020-04-06 17:00:00,mobile-1,-119.88821489887637,0.15256137078651688,41.898999999999994,20.899,28.853999999999974,89
2020-04-06 17:30:00,mobile-1,,,,,,0
2020-04-06 18:00:00,mobile-1,,,,,,0
2020-04-06 18:30:00,mobile-1,,,,,,0
2020-04-06 19:00:00,mobile-1,,,,,,0
2020-04-06 19:30:00,mobile-1,,,,,,0
2020-04-06 20:00:00,mobile-1,,,,,,0
2020-04-06 20:30:00,mobile-1,,,,,,0
2020-04-06 21:00:00,mobile-1,,,,,,0
2020-04-06 21:30:00,mobile-1,,,,,,0
2020-04-06 22:00:00,mobile-1,,,,,,0
2020-04-06 22:30:00,mobile-1,,,,,,0
2020-04-06 23:00:00,mobile-1,,,,,,0
2020-04-06 23:30:00,mobile-1,,,,,,0
2020-04-07 00:00:00,mobile-1,,,,,,0
2020-04-07 00:30:00,mobile-1,,,,,,0
2020-04-07 01:00:00,mobile-1,,,,,,0
2020-04-07 01:30:00,mobile-1,,,,,,0
2020-04-07 02:00:00,mobile-1,,,,,,0
2020-04-07 02:30:00,mobile-1,,,,,,0
2020-04-07 03:00:00,mobile-1,,,,,,0
2020-04-07 03:30:00,mobile-1,,,,,,0
2020-04-07 04:00:00,mobile-1,,,,,,0
2020-04-07 04:30:00,mobile-1,,,,,,0
2020-04-07 05:00:00,mobile-1,,,,,,0
2020-04-07 05:30:00,mobile-1,,,,,,0
2020-04-07 06:00:00,mobile-1,,,,,,0
2020-04-07 06:30:00,mobile-1,,,,,,0
2020-04-07 07:00:00,mobile-1,,,,,,0
2020-04-07 07:30:00,mobile-1,,,,,,0
2020-04-07 08:00:00,mobile-1,-119.88159849056608,0.16231737735849067,40.959,18.926,29.620245283018864,53
2020-04-07 08:30:00,mobile-1,,,,,,0
2020-04-07 09:00:00,mobile-1,,,,,,0
2020-04-07 09:30:00,mobile-1,,,,,,0
2020-04-07 10:00:00,mobile-1,,,,,,0
2020-04-07 10:30:00,mobile-1,,,,,,0
2020-04-07 11:00:00,mobile-1,,,,,,0
2020-04-07 11:30:00,mobile-1,,,,,,0
2020-04-07 12:00:00,mobile-1,,,,,,0
2020-04-07 12:30:00,mobile-1,,,,,,0
2020-04-07 13:00:00,mobile-1,,,,,,0
2020-04-07 13:30:00,mobile-1,,,,,,0
2020-04-07 14:00:00,mobile-1,,,,,,0
2020-04-07 14:30:00,mobile-1,,,,,,0
2020-04-07 15:00:00,mobile-1,,,,,,0
2020-04-07 15:30:00,mobile-1,,,,,,0
2020-04-07 16:00:00,mobile-1,,,,,,0
2020-04-07 16:30:00,mobile-1,,,,,,0
2020-04-07 17:00:00,mobile-1,-119.88809441111108,0.1525439444444445,41.086999999999996,16.087,25.76838888888889,90
2020-04-07 17:30:00,mobile-1,,,,,,0
2020-04-07 18:00:00,mobile-1,,,,,,0
2020-04-07 18:30:00,mobile-1,,,,,,0
2020-04-07 19:00:00,mobile-1,,,,,,0
2020-04-07 19:30:00,mobile-1,,,,,,0
2020-04-07 20:00:00,mobile-1,,,,,,0
2020-04-07 20:30:00,mobile-1,,,,,,0
2020-04-07 21:00:00,mobile-1,,,,,,0
2020-04-07 21:30:00,mobile-1,,,,,,0
2020-04-07 22:00:00,mobile-1,,,,,,0
2020-04-07 22:30:00,mobile-1,,,,,,0
2020-04-07 23:00:00,mobile-1,,,,,,0
2020-04-07 23:30:00,mobile-1,,,,,,0
2020-04-08 00:00:00,mobile-1,,,,,,0
2020-04-08 00:30:00,mobile-1,,,,,,0
2020-04-08 01:00:00,mobile-1,,,,,,0
2020-04-08 01:30:00,mobile-1,,,,,,0
2020-04-08 02:00:00,mobile-1,,,,,,0
2020-04-08 02:30:00,mobile-1,,,,,,0
2020-04-08 03:00:00,mobile-1,,,,,,0
2020-04-08 03:30:00,mobile-1,,,,,,0
2020-04-08 04:00:00,mobile-1,,,,,,0
2020-04-08 04:30:00,mobile-1,,,,,,0
2020-04-08 05:00:00,mobile-1,,,,,,0
2020-04-08 05:30:00,mobile-1,,,,,,0
2020-04-08 06:00:00,mobile-1,,,,,,0
2020-04-08 06:30:00,mobile-1,,,,,,0
2020-04-08 07:00:00,mobile-1,,,,,,0
2020-04-08 07:30:00,mobile-1,,,,,,0
2020-04-08 08:00:00,mobile-1,-119.8822094583334,0.16271364583333345,43.67,24.629000000000005,33.72845833333332,48
2020-04-08 08:30:00,mobile-1,-119.87708771428571,0.15984614285714285,38.612,31.599000000000004,34.462714285714284,7
2020-04-08 09:00:00,mobile-1,,,,,,0
2020-04-08 09:30:00,mobile-1,,,,,,0
2020-04-08 10:00:00,mobile-1,,,,,,0
2020-04-08 10:30:00,mobile-1,,,,,,0
2020-04-08 11:00:00,mobile-1,,,,,,0
2020-04-08 11:30:00,mobile-1,,,,,,0
2020-04-08 12:00:00,mobile-1,,,,,,0
2020-04-08 12:30:00,mobile-1,,,,,,0
2020-04-08 13:00:00,mobile-1,,,,,,0
2020-04-08 13:30:00,mobile-1,,,,,,0
2020-04-08 14:00:00,mobile-1,,,,,,0
2020-04-08 14:30:00,mobile-1,,,,,,0
2020-04-08 15:00:00,mobile-1,,,,,,0
2020-04-08 15:30:00,mobile-1,,,,,,0
2020-04-08 16:00:00,mobile-1,-119.87825878947369,0.1523538421052632,36.372,36.372,36.372,19
2020-04-08 16:30:00,mobile-1,-119.8909085857143,0.1526160142857143,36.372,36.372,36.37199999999999,70
2020-04-06 08:00:00,mobile-2,-119.89709478571426,0.13622128571428568,33.06955,16.0692,23.927567857142858,28
2020-04-06 08:30:00,mobile-2,,,,,,0
2020-04-06 09:00:00,mobile-2,,,,,,0
2020-04-06 09:30:00,mobile-2,,,,,,0
2020-04-06 10:00:00,mobile-2,,,,,,0
2020-04-06 10:30:00,mobile-2,,,,,,0
2020-04-06 11:00:00,mobile-2,,,,,,0
2020-04-06 11:30:00,mobile-2,,,,,,0
2020-04-06 12:00:00,mobile-2,,,,,,0
2020-04-06 12:30:00,mobile-2,,,,,,0
2020-04-06 13:00:00,mobile-2,,,,,,0
2020-04-06 13:30:00,mobile-2,,,,,,0
2020-04-06 14:00:00,mobile-2,,,,,,0
2020-04-06 14:30:00,mobile-2,,,,,,0
2020-04-06 15:00:00,mobile-2,,,,,,0
2020-04-06 15:30:00,mobile-2,,,,,,0
2020-04-06 16:00:00,mobile-2,,,,,,0
2020-04-06 16:30:00,mobile-2,,,,,,0
2020-04-06 17:00:00,mobile-2,,,,,,0
2020-04-06 17:30:00,mobile-2,,,,,,0
2020-04-06 18:00:00,mobile-2,,,,,,0
2020-04-06 18:30:00,mobile-2,,,,,,0
2020-04-06 19:00:00,mobile-2,,,,,,0
2020-04-06 19:30:00,mobile-2,,,,,,0
2020-04-06 20:00:00,mobile-2,,,,,,0
2020-04-06 20:30:00,mobile-2,,,,,,0
2020-04-06 21:00:00,mobile-2,,,,,,0
2020-04-06 21:30:00,mobile-2,,,,,,0
2020-04-06 22:00:00,mobile-2,,,,,,0
2020-04-06 22:30:00,mobile-2,,,,,,0
2020-04-06 23:00:00,mobile-2,,,,,,0
2020-04-06 23:30:00,mobile-2,,,,,,0
2020-04-07 00:00:00,mobile-2,,,,,,0
2020-04-07 00:30:00,mobile-2,,,,,,0
2020-04-07 01:00:00,mobile-2,,,,,,0
2020-04-07 01:30:00,mobile-2,,,,,,0
2020-04-07 02:00:00,mobile-2,,,,,,0
2020-04-07 02:30:00,mobile-2,,,,,,0
2020-04-07 03:00:00,mobile-2,,,,,,0
2020-04-07 03:30:00,mobile-2,,,,,,0
2020-04-07 04:00:00,mobile-2,,,,,,0
2020-04-07 04:30:00,mobile-2,,,,,,0
2020-04-07 05:00:00,mobile-2,,,,,,0
2020-04-07 05:30:00,mobile-2,,,,,,0
2020-04-07 06:00:00,mobile-2,,,,,,0
2020-04-07 06:30:00,mobile-2,,,,,,0
2020-04-07 07:00:00,mobile-2,,,,,,0
2020-04-07 07:30:00,mobile-2,-119.89708257142854,0.1362299642857143,37.00835,22.0101,27.87021785714285,28
2020-04-07 08:00:00,mobile-2,,,,,,0
2020-04-07 08:30:00,mobile-2,,,,,,0
2020-04-07 09:00:00,mobile-2,,,,,,0
2020-04-07 09:30:00,mobile-2,,,,,,0
2020-04-07 10:00:00,mobile-2,,,,,,0
2020-04-07 10:30:00,mobile-2,,,,,,0
2020-04-07 11:00:00,mobile-2,,,,,,0
2020-04-07 11:30:00,mobile-2,,,,,,0
2020-04-07 12:00:00,mobile-2,,,,,,0
2020-04-07 12:30:00,mobile-2,,,,,,0
2020-04-07 13:00:00,mobile-2,,,,,,0
2020-04-07 13:30:00,mobile-2,,,,,,0
2020-04-07 14:00:00,mobile-2,,,,,,0
2020-04-07 14:30:00,mobile-2,,,,,,0
2020-04-07 15:00:00,mobile-2,,,,,,0
