Timestamp,Lat,Long,Sensor-id,Value,value_count,value_mean,value_min
2020-04-09 07:30:00,0.21485208333333342,-119.81357983333334,mobile-5,25.706298115592613,24,17.314733948253966,8.749153183950202
2020-04-09 08:00:00,,,mobile-5,,0,,
2020-04-09 08:30:00,,,mobile-5,,0,,
2020-04-09 09:00:00,,,mobile-5,,0,,
2020-04-09 09:30:00,,,mobile-5,,0,,
2020-04-09 10:00:00,,,mobile-5,,0,,
2020-04-09 10:30:00,,,mobile-5,,0,,
2020-04-09 11:00:00,,,mobile-5,,0,,
2020-04-09 11:30:00,,,mobile-5,,0,,
2020-04-09 12:00:00,,,mobile-5,,0,,
2020-04-09 12:30:00,,,mobile-5,,0,,
2020-04-09 13:00:00,,,mobile-5,,0,,
2020-04-09 13:30:00,,,mobile-5,,0,,
2020-04-09 14:00:00,,,mobile-5,,0,,
2020-04-09 14:30:00,,,mobile-5,,0,,
2020-04-09 15:00:00,,,mobile-5,,0,,
2020-04-09 15:30:00,,,mobile-5,,0,,
2020-04-09 16:00:00,,,mobile-5,,0,,
2020-04-09 16:30:00,,,mobile-5,,0,,
2020-04-09 17:00:00,,,mobile-5,,0,,
2020-04-09 17:30:00,,,mobile-5,,0,,
2020-04-09 18:00:00,,,mobile-5,,0,,
2020-04-09 18:30:00,,,mobile-5,,0,,
2020-04-09 19:00:00,,,mobile-5,,0,,
2020-04-09 19:30:00,,,mobile-5,,0,,
2020-04-09 20:00:00,,,mobile-5,,0,,
2020-04-09 20:30:00,,,mobile-5,,0,,
2020-04-09 21:00:00,,,mobile-5,,0,,
2020-04-09 21:30:00,,,mobile-5,,0,,
2020-04-09 22:00:00,,,mobile-5,,0,,
2020-04-09 22:30:00,,,mobile-5,,0,,
2020-04-09 23:00:00,,,mobile-5,,0,,
2020-04-09 23:30:00,,,mobile-5,,0,,
2020-04-10 00:00:00,,,mobile-5,,0,,
2020-04-10 00:30:00,,,mobile-5,,0,,
2020-04-10 01:00:00,,,mobile-5,,0,,
2020-04-10 01:30:00,,,mobile-5,,0,,
2020-04-10 02:00:00,,,mobile-5,,0,,
2020-04-10 02:30:00,,,mobile-5,,0,,
2020-04-10 03:00:00,,,mobile-5,,0,,
2020-04-10 03:30:00,,,mobile-5,,0,,
