Timestamp,Lat,Long,Sensor-id,Value
2020-04-06 12:30:00,0.17340792857142873,-119.87359143750015,mobile-1,47.599
2020-04-06 13:00:00,0.17041594999999982,-119.86997612083354,mobile-1,43.499
2020-04-06 13:30:00,,,mobile-1,
2020-04-06 14:00:00,,,mobile-1,
2020-04-06 14:30:00,,,mobile-1,
2020-04-06 15:00:00,,,mobile-1,
2020-04-06 15:30:00,,,mobile-1,
2020-04-06 16:00:00,,,mobile-1,
2020-04-06 16:30:00,,,mobile-1,
2020-04-06 17:00:00,,,mobile-1,
2020-04-06 17:30:00,,,mobile-1,
2020-04-06 18:00:00,,,mobile-1,
2020-04-06 18:30:00,,,mobile-1,
2020-04-06 19:00:00,,,mobile-1,
2020-04-06 19:30:00,,,mobile-1,
2020-04-06 20:00:00,,,mobile-1,
2020-04-06 20:30:00,,,mobile-1,
2020-04-06 21:00:00,,,mobile-1,
2020-04-06 21:30:00,,,mobile-1,
2020-04-06 22:00:00,,,mobile-1,
2020-04-06 22:30:00,,,mobile-1,
2020-04-06 23:00:00,,,mobile-1,
2020-04-06 23:30:00,,,mobile-1,
2020-04-07 00:00:00,,,mobile-1,
2020-04-07 00:30:00,,,mobile-1,
2020-04-07 01:00:00,,,mobile-1,
2020-04-07 01:30:00,,,mobile-1,
2020-04-07 02:00:00,,,mobile-1,
2020-04-07 02:30:00,,,mobile-1,
2020-04-07 03:00:00,,,mobile-1,
2020-04-07 03:30:00,,,mobile-1,
2020-04-07 04:00:00,,,mobile-1,
2020-04-07 04:30:00,,,mobile-1,
2020-04-07 05:00:00,,,mobile-1,
2020-04-07 05:30:00,,,mobile-1,
2020-04-07 06:00:00,,,mobile-1,
2020-04-07 06:30:00,,,mobile-1,
2020-04-07 07:00:00,,,mobile-1,
2020-04-07 07:30:00,,,mobile-1,
2020-04-07 08:00:00,0.1698101388888889,-119.88789255555555,mobile-1,41.056999999999995
2020-04-07 08:30:00,,,mobile-1,
2020-04-07 09:00:00,,,mobile-1,
2020-04-07 09:30:00,,,mobile-1,
2020-04-07 10:00:00,,,mobile-1,
2020-04-07 10:30:00,,,mobile-1,
2020-04-07 11:00:00,,,mobile-1,
2020-04-07 11:30:00,,,mobile-1,
2020-04-07 12:00:00,,,mobile-1,
2020-04-07 12:30:00,,,mobile-1,
2020-04-07 13:00:00,,,mobile-1,
2020-04-07 13:30:00,,,mobile-1,
2020-04-07 14:00:00,,,mobile-1,
2020-04-07 14:30:00,,,mobile-1,
2020-04-07 15:00:00,,,mobile-1,
2020-04-07 15:30:00,,,mobile-1,
2020-04-07 16:00:00,,,mobile-1,
2020-04-07 16:30:00,,,mobile-1,
2020-04-07 17:00:00,,,mobile-1,
2020-04-07 17:30:00,,,mobile-1,
2020-04-07 18:00:00,,,mobile-1,
2020-04-07 18:30:00,,,mobile-1,
2020-04-07 19:00:00,,,mobile-1,
2020-04-07 19:30:00,,,mobile-1,
2020-04-07 20:00:00,,,mobile-1,
2020-04-07 20:30:00,,,mobile-1,
2020-04-07 21:00:00,,,mobile-1,
2020-04-07 21:30:00,,,mobile-1,
2020-04-07 22:00:00,,,mobile-1,
2020-04-07 22:30:00,,,mobile-1,
2020-04-07 23:00:00,,,mobile-1,
2020-04-07 23:30:00,,,mobile-1,
2020-04-08 00:00:00,,,mobile-1,
2020-04-08 00:30:00,,,mobile-1,
2020-04-08 01:00:00,,,mobile-1,
2020-04-08 01:30:00,,,mobile-1,
2020-04-08 02:00:00,,,mobile-1,
2020-04-08 02:30:00,,,mobile-1,
2020-04-08 03:00:00,,,mobile-1,
2020-04-08 03:30:00,,,mobile-1,
2020-04-08 04:00:00,,,mobile-1,
2020-04-08 04:30:00,,,mobile-1,
2020-04-08 05:00:00,,,mobile-1,
2020-04-08 05:30:00,,,mobile-1,
2020-04-08 06:00:00,,,mobile-1,
2020-04-08 06:30:00,,,mobile-1,
2020-04-08 07:00:00,,,mobile-1,
2020-04-08 07:30:00,,,mobile-1,
2020-04-08 08:00:00,0.16974724324324325,-119.88780343243245,mobile-1,41.784
2020-04-06 00:00:00,0.19111000000000042,-119.86892000000059,mobile-5,27.0
2020-04-06 00:30:00,0.19111000000000042,-119.86892000000059,mobile-5,24.0
2020-04-06 01:00:00,0.19111000000000036,-119.86892000000057,mobile-5,29.0
2020-04-06 01:30:00,0.1911100000000004,-119.86892000000059,mobile-5,25.0
2020-04-06 02:00:00,0.1911100000000004,-119.86892000000059,mobile-5,24.0
2020-04-06 02:30:00,0.1911100000000004,-119.86892000000059,mobile-5,26.0
2020-04-06 03:00:00,0.19111000000000034,-119.86892000000057,mobile-5,26.0
2020-04-06 03:30:00,0.19111000000000036,-119.86892000000057,mobile-5,27.0
2020-04-06 04:00:00,0.19111000000000036,-119.86892000000057,mobile-5,25.0
2020-04-06 04:30:00,0.19111000000000042,-119.86892000000059,mobile-5,940.3037709790243
2020-04-06 05:00:00,0.19111000000000036,-119.86892000000057,mobile-5,24.0
2020-04-06 05:30:00,0.19111000000000036,-119.86892000000057,mobile-5,25.0
2020-04-06 06:00:00,0.1891031629955942,-119.87427103083701,mobile-5,28.0
2020-04-06 06:30:00,,,mobile-5,
2020-04-06 07:00:00,,,mobile-5,
2020-04-06 07:30:00,,,mobile-5,
2020-04-06 08:00:00,,,mobile-5,
