Timestamp,Sensor-id,Long,Lat,Value,value_min,value_mean,value_count
2020-04-08 12:30:00,mobile-9,-119.82303952000001,0.12763007999999992,34.44110834756561,12.197578473818462,25.857840748360385,50
2020-04-08 13:00:00,mobile-9,-119.81361969999998,0.1325825,41.56893144835664,31.0858205039494,36.42644759046266,10
2020-04-06 12:30:00,mobile-10,-119.84488964285711,0.13138307142857142,14.0,4.0,9.607142857142858,28
2020-04-06 13:00:00,mobile-10,,,,,,0
2020-04-06 13:30:00,mobile-10,,,,,,0
2020-04-06 14:00:00,mobile-10,,,,,,0
2020-04-06 14:30:00,mobile-10,,,,,,0
2020-04-06 15:00:00,mobile-10,-119.84543175999997,0.13183923999999997,14.0,5.0,10.6,25
2020-04-07 16:00:00,mobile-13,-119.82661232142856,0.13513999999999993,20.0,8.0,15.964285714285714,28
2020-04-07 16:30:00,mobile-13,,,,,,0
2020-04-07 17:00:00,mobile-13,,,,,,0
2020-04-07 17:30:00,mobile-13,,,,,,0
2020-04-07 18:00:00,mobile-13,,,,,,0
2020-04-07 18:30:00,mobile-13,,,,,,0
2020-04-07 19:00:00,mobile-13,,,,,,0
2020-04-07 19:30:00,mobile-13,,,,,,0
2020-04-07 20:00:00,mobile-13,,,,,,0
2020-04-07 20:30:00,mobile-13,,,,,,0
2020-04-07 21:00:00,mobile-13,,,,,,0
2020-04-07 21:30:00,mobile-13,,,,,,0
2020-04-07 22:00:00,mobile-13,,,,,,0
2020-04-07 22:30:00,mobile-13,,,,,,0
2020-04-07 23:00:00,mobile-13,,,,,,0
2020-04-07 23:30:00,mobile-13,,,,,,0
2020-04-08 00:00:00,mobile-13,,,,,,0
2020-04-08 00:30:00,mobile-13,,,,,,0
2020-04-08 01:00:00,mobile-13,,,,,,0
2020-04-08 01:30:00,mobile-13,,,,,,0
2020-04-08 02:00:00,mobile-13,,,,,,0
2020-04-08 02:30:00,mobile-13,,,,,,0
2020-04-08 03:00:00,mobile-13,,,,,,0
2020-04-08 03:30:00,mobile-13,,,,,,0
2020-04-08 04:00:00,mobile-13,,,,,,0
2020-04-08 04:30:00,mobile-13,,,,,,0
2020-04-08 05:00:00,mobile-13,,,,,,0
2020-04-08 05:30:00,mobile-13,,,,,,0
2020-04-08 06:00:00,mobile-13,,,,,,0
2020-04-08 06:30:00,mobile-13,,,,,,0
2020-04-08 07:00:00,mobile-13,,,,,,0
2020-04-08 07:30:00,mobile-13,,,,,,0
2020-04-08 08:00:00,mobile-13,,,,,,0
2020-04-08 08:30:00,mobile-13,,,,,,0
2020-04-08 09:00:00,mobile-13,,,,,,0
2020-04-08 09:30:00,mobile-13,,,,,,0
2020-04-08 10:00:00,mobile-13,,,,,,0
2020-04-08 10:30:00,mobile-13,,,,,,0
2020-04-08 11:00:00,mobile-13,,,,,,0
2020-04-08 11:30:00,mobile-13,-119.82007592537319,0.128225447761194,48.0142476269326,15.2108004169092,32.45933911551562,67
2020-04-06 06:00:00,mobile-14,-119.82445052614389,0.1129472058823527,26.0,7.0,16.052287581699346,306
2020-04-06 06:30:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,7.0,15.625,360
2020-04-06 07:00:00,mobile-14,-119.81396300000037,0.10327399999999957,28.0,6.0,15.588888888888889,360
2020-04-06 07:30:00,mobile-14,-119.81396300000037,0.10327399999999957,30.0,6.0,15.71111111111111,360
2020-04-06 08:00:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,8.0,15.597222222222221,360
2020-04-06 08:30:00,mobile-14,-119.81396300000037,0.10327399999999957,25.0,7.0,15.680555555555555,360
2020-04-06 09:00:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,7.0,15.597222222222221,360
2020-04-06 09:30:00,mobile-14,-119.81396300000037,0.10327399999999957,28.0,5.0,15.769444444444444,360
2020-04-06 10:00:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,7.0,15.466666666666667,360
2020-04-06 10:30:00,mobile-14,-119.81396300000037,0.10327399999999957,27.0,8.0,15.686111111111112,360
2020-04-06 11:00:00,mobile-14,-119.81396300000037,0.10327399999999957,27.0,9.0,16.113888888888887,360
2020-04-06 11:30:00,mobile-14,-119.81396300000037,0.10327399999999957,27.0,7.0,15.73611111111111,360
2020-04-06 12:00:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,6.0,15.994444444444444,360
2020-04-06 12:30:00,mobile-14,-119.81396300000037,0.10327399999999957,27.0,8.0,16.030555555555555,360
2020-04-06 13:00:00,mobile-14,-119.81396300000037,0.10327399999999957,25.0,7.0,15.955555555555556,360
2020-04-06 13:30:00,mobile-14,-119.81396300000037,0.10327399999999957,29.0,8.0,15.319444444444445,360
2020-04-06 14:00:00,mobile-14,-119.81396300000037,0.10327399999999957,24.0,8.0,15.76388888888889,360
2020-04-06 14:30:00,mobile-14,-119.81396300000037,0.10327399999999957,25.0,8.0,15.252777777777778,360
2020-04-06 15:00:00,mobile-14,-119.81396300000037,0.10327399999999957,25.0,8.0,15.847222222222221,360
2020-04-06 15:30:00,mobile-14,-119.81396300000037,0.10327399999999957,26.0,7.0,15.802777777777777,360
